pandas.index,filename,doi,title,level,section,nchar,status,parser,coordinates,end_char,score,start_char,text,type
0,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Introduction,4951,True,stanza,"45.483,9.2",3003,12.1104765,2995,Atlantic,LOC
1,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Introduction,4951,True,stanza,"1.63414,-75.5719",3020,14.693932,3014,Brazil,GPE
2,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Introduction,4951,True,stanza,"1.63414,-75.5719",3223,14.693932,3217,Brazil,GPE
3,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Introduction,4951,True,stanza,"45.483,9.2",4082,12.1104765,4064,Brazilian Atlantic,LOC
0,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,title,title,85,False,stanza
0,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,abstract,abstract,2089,False,stanza
0,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Background,451,False,stanza
0,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Methodology/Principal Findings,1143,False,stanza
0,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Conclusions/Significance,485,False,stanza
0,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Introduction,4583,True,stanza,"46.07323,-100.54688",2276,14.077024,2263,North America,LOC
0,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Methods,23269,True,stanza,"44.63139,-63.5817",101,15.685596,74,the Saint Mary's University,FAC
1,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Methods,23269,True,stanza,"44.71314,-63.7233",119,13.818191,112,Halifax,GPE
2,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Methods,23269,True,stanza,"-35.16361,149.06322",132,18.277433,121,Nova Scotia,GPE
3,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Methods,23269,True,stanza,"44.71314,-63.7233",160,13.818191,153,Halifax,GPE
4,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Methods,23269,True,stanza,"43.5789,-79.6583",790,16.11617,779,Mississauga,GPE
5,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Methods,23269,True,stanza,"36.56191,-4.60642",794,10.752179,792,ON,GPE
6,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Methods,23269,True,stanza,"45.457,9.1904",802,12.532923,796,Canada,GPE
7,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Methods,23269,True,stanza,"18.27919,-78.30308",3295,13.365989,3286,Sheffield,GPE
8,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Methods,23269,True,stanza,"56.98582,72.62207",3299,14.701653,3297,UK,GPE
9,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Methods,23269,True,stanza,"48.01682,-83.81652",4673,14.197318,4666,Wayland,GPE
10,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Methods,23269,True,stanza,"12.67701,103.72599",4677,10.495882,4675,MA,GPE
11,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Methods,23269,True,stanza,"36.43604,126.94282",4682,13.80668,4679,USA,GPE
12,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Methods,23269,True,stanza,"19.25,-72.25",4863,11.899877,4854,Charlotte,GPE
13,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Methods,23269,True,stanza,"27.37265,94.27949",4867,10.197191,4865,NC,GPE
14,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Methods,23269,True,stanza,"36.43604,126.94282",4872,13.80668,4869,USA,GPE
15,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Methods,23269,True,stanza,"35.54983,-82.65013",4917,17.330788,4913,Enka,GPE
16,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Methods,23269,True,stanza,"27.37265,94.27949",4921,10.197191,4919,NC,GPE
17,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Methods,23269,True,stanza,"36.43604,126.94282",4926,13.80668,4923,USA,GPE
18,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Methods,23269,True,stanza,"45.88197,-72.47462",5106,18.177942,5093,Drummondville,GPE
19,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Methods,23269,True,stanza,"41.7827,12.2705",5110,11.148135,5108,QC,GPE
20,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Methods,23269,True,stanza,"45.457,9.1904",5118,12.532923,5112,Canada,GPE
21,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Methods,23269,True,stanza,UNDEFINED,5158,,5151,Enkamat,GPE
22,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Methods,23269,True,stanza,"45.88197,-72.47462",5425,18.177942,5412,Drummondville,GPE
23,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Methods,23269,True,stanza,"45.457,9.1904",5437,12.532923,5431,Canada,GPE
24,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Methods,23269,True,stanza,"-35.16361,149.06322",5514,18.277433,5503,Nova Scotia,GPE
25,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Methods,23269,True,stanza,"45.73713,7.32137",5621,14.7172365,5615,Europe,LOC
26,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Methods,23269,True,stanza,"46.07323,-100.54688",5639,14.077024,5626,North America,LOC
27,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Methods,23269,True,stanza,"41.97432,12.49424",5865,14.050241,5857,S. rubra,LOC
28,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Methods,23269,True,stanza,"44.71314,-63.7233",11576,13.818191,11569,Halifax,GPE
29,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Methods,23269,True,stanza,"47.8,-69.55",11697,21.2638,11682,Riviere-du-Loup,FAC
30,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Methods,23269,True,stanza,"37.572,127.013",11701,11.148135,11699,QB,GPE
31,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Methods,23269,True,stanza,"45.457,9.1904",11709,12.532923,11703,Canada,GPE
32,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Methods,23269,True,stanza,"50.17444,-127.71306",12515,14.050241,12507,Empetrum,GPE
33,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Methods,23269,True,stanza,"36.4529,-81.60428",14849,15.088053,14842,Fig. S2,FAC
34,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Methods,23269,True,stanza,"51.62561,-0.05798",15257,14.781567,15249,Edmonton,GPE
35,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Methods,23269,True,stanza,"26.68572,68.51816",15261,12.394149,15259,AB,GPE
36,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Methods,23269,True,stanza,"45.457,9.1904",15269,12.532923,15263,Canada,GPE
37,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Methods,23269,True,stanza,"43.5789,-79.6583",16942,16.11617,16931,Mississauga,GPE
38,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Methods,23269,True,stanza,"36.56191,-4.60642",16946,10.752179,16944,ON,GPE
39,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Methods,23269,True,stanza,"45.457,9.1904",16954,12.532923,16948,Canada,GPE
40,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Methods,23269,True,stanza,"45.55546,9.22781",17182,10.046845,17175,Lincoln,GPE
41,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Methods,23269,True,stanza,"36.43604,126.94282",17191,13.80668,17188,USA,GPE
42,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Methods,23269,True,stanza,"-37.57606,143.87742",19387,14.21829,19365,the Canadian Maritimes,LOC
43,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Methods,23269,True,stanza,"44.03328,12.61921",19760,13.247638,19754,Regina,GPE
44,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Methods,23269,True,stanza,"23.97199,91.94712",19764,11.780416,19762,SK,GPE
45,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Methods,23269,True,stanza,"45.457,9.1904",19772,12.532923,19766,Canada,GPE
0,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Study Site,4263,True,stanza,"44.63139,-63.5817",93,15.685596,66,the Saint Mary's University,FAC
1,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Study Site,4263,True,stanza,"44.71314,-63.7233",111,13.818191,104,Halifax,GPE
2,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Study Site,4263,True,stanza,"-35.16361,149.06322",124,18.277433,113,Nova Scotia,GPE
3,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Study Site,4263,True,stanza,"44.71314,-63.7233",152,13.818191,145,Halifax,GPE
4,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Study Site,4263,True,stanza,"43.5789,-79.6583",782,16.11617,771,Mississauga,GPE
5,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Study Site,4263,True,stanza,"36.56191,-4.60642",786,10.752179,784,ON,GPE
6,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Study Site,4263,True,stanza,"45.457,9.1904",794,12.532923,788,Canada,GPE
7,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Study Site,4263,True,stanza,"18.27919,-78.30308",3287,13.365989,3278,Sheffield,GPE
8,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Study Site,4263,True,stanza,"56.98582,72.62207",3291,14.701653,3289,UK,GPE
0,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Green Roof System,1167,True,stanza,"48.01682,-83.81652",401,14.197318,394,Wayland,GPE
1,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Green Roof System,1167,True,stanza,"12.67701,103.72599",405,10.495882,403,MA,GPE
2,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Green Roof System,1167,True,stanza,"36.43604,126.94282",410,13.80668,407,USA,GPE
3,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Green Roof System,1167,True,stanza,"19.25,-72.25",591,11.899877,582,Charlotte,GPE
4,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Green Roof System,1167,True,stanza,"27.37265,94.27949",595,10.197191,593,NC,GPE
5,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Green Roof System,1167,True,stanza,"36.43604,126.94282",600,13.80668,597,USA,GPE
6,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Green Roof System,1167,True,stanza,"35.54983,-82.65013",645,17.330788,641,Enka,GPE
7,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Green Roof System,1167,True,stanza,"27.37265,94.27949",649,10.197191,647,NC,GPE
8,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Green Roof System,1167,True,stanza,"36.43604,126.94282",654,13.80668,651,USA,GPE
9,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Green Roof System,1167,True,stanza,"45.88197,-72.47462",834,18.177942,821,Drummondville,GPE
10,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Green Roof System,1167,True,stanza,"41.7827,12.2705",838,11.148135,836,QC,GPE
11,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Green Roof System,1167,True,stanza,"45.457,9.1904",846,12.532923,840,Canada,GPE
12,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Green Roof System,1167,True,stanza,UNDEFINED,886,,879,Enkamat,GPE
13,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Green Roof System,1167,True,stanza,"45.88197,-72.47462",1153,18.177942,1140,Drummondville,GPE
14,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Green Roof System,1167,True,stanza,"45.457,9.1904",1165,12.532923,1159,Canada,GPE
0,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Plant Material,7368,True,stanza,"-35.16361,149.06322",74,18.277433,63,Nova Scotia,GPE
1,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Plant Material,7368,True,stanza,"45.73713,7.32137",181,14.7172365,175,Europe,LOC
2,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Plant Material,7368,True,stanza,"46.07323,-100.54688",199,14.077024,186,North America,LOC
3,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Plant Material,7368,True,stanza,"41.97432,12.49424",425,14.050241,417,S. rubra,LOC
4,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Plant Material,7368,True,stanza,"44.71314,-63.7233",6136,13.818191,6129,Halifax,GPE
5,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Plant Material,7368,True,stanza,"47.8,-69.55",6257,21.2638,6242,Riviere-du-Loup,FAC
6,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Plant Material,7368,True,stanza,"37.572,127.013",6261,11.148135,6259,QB,GPE
7,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Plant Material,7368,True,stanza,"45.457,9.1904",6269,12.532923,6263,Canada,GPE
8,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Plant Material,7368,True,stanza,"50.17444,-127.71306",7075,14.050241,7067,Empetrum,GPE
0,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Experimental Design,2182,True,stanza,"36.4529,-81.60428",2040,15.088053,2033,Fig. S2,FAC
0,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Measurement of Green Roof Ecosystem Services and Properties,5369,True,stanza,"51.62561,-0.05798",265,14.781567,257,Edmonton,GPE
1,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Measurement of Green Roof Ecosystem Services and Properties,5369,True,stanza,"26.68572,68.51816",269,12.394149,267,AB,GPE
2,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Measurement of Green Roof Ecosystem Services and Properties,5369,True,stanza,"45.457,9.1904",277,12.532923,271,Canada,GPE
3,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Measurement of Green Roof Ecosystem Services and Properties,5369,True,stanza,"43.5789,-79.6583",1950,16.11617,1939,Mississauga,GPE
4,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Measurement of Green Roof Ecosystem Services and Properties,5369,True,stanza,"36.56191,-4.60642",1954,10.752179,1952,ON,GPE
5,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Measurement of Green Roof Ecosystem Services and Properties,5369,True,stanza,"45.457,9.1904",1962,12.532923,1956,Canada,GPE
6,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Measurement of Green Roof Ecosystem Services and Properties,5369,True,stanza,"45.55546,9.22781",2190,10.046845,2183,Lincoln,GPE
7,journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,body,Measurement of Green Roof Ecosystem Services and Properties,5369,True,stanza,"36.43604,126.94282",2199,13.80668,2196,USA,GPE
