pandas.index,filename,doi,title,level,section,nchar,status,parser,coordinates,end_char,score,start_char,text,type
0,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,title,title,105,True,spacy-trf,"45.483,9.2",13,12.1104765,11,Atlantic Forest,LOC
0,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,abstract,abstract,2067,False,spacy-trf
0,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Introduction,4951,True,spacy-trf,"45.483,9.2",564,12.1104765,563,Atlantic,LOC
1,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Introduction,4951,True,spacy-trf,"1.63414,-75.5719",567,14.693932,566,Brazil,GPE
2,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Introduction,4951,True,spacy-trf,"1.63414,-75.5719",607,14.693932,606,Brazil,GPE
3,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Introduction,4951,True,spacy-trf,"45.483,9.2",753,12.1104765,752,Atlantic,LOC
0,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Materials and Methods,12965,True,spacy-trf,"-18.63333,-46.66667",17,17.054436,13,the State of Alagoas,GPE
1,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Materials and Methods,12965,True,spacy-trf,"1.63414,-75.5719",20,14.693932,19,Brazil,GPE
2,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Materials and Methods,12965,True,spacy-trf,"-16.46667,-68.16667",27,15.450566,24,Usina Serra Grande,GPE
3,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Materials and Methods,12965,True,spacy-trf,"45.483,9.2",63,12.1104765,62,Atlantic,LOC
4,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Materials and Methods,12965,True,spacy-trf,"4.28333,-73.05",71,16.566107,66,the Pernambuco Center of Endemism,FAC
5,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Materials and Methods,12965,True,spacy-trf,"45.483,9.2",78,12.1104765,77,Atlantic,LOC
6,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Materials and Methods,12965,True,spacy-trf,"1.63414,-75.5719",82,14.693932,80,Northeast Brazil,LOC
7,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Materials and Methods,12965,True,spacy-trf,"45.483,9.2",92,12.1104765,91,Atlantic,LOC
8,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Materials and Methods,12965,True,spacy-trf,"-12.81667,15.38333",134,15.369286,133,Coimbra,LOC
9,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Materials and Methods,12965,True,spacy-trf,"-12.81667,15.38333",173,15.369286,172,Coimbra,LOC
10,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Materials and Methods,12965,True,spacy-trf,"45.483,9.2",194,12.1104765,193,Atlantic,LOC
11,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Materials and Methods,12965,True,spacy-trf,"1.63414,-75.5719",198,14.693932,197,Brazil,GPE
12,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Materials and Methods,12965,True,spacy-trf,"1.63414,-75.5719",204,14.693932,203,Brazil,GPE
13,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Materials and Methods,12965,True,spacy-trf,"45.483,9.2",218,12.1104765,217,Atlantic,LOC
14,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Materials and Methods,12965,True,spacy-trf,"1.63414,-75.5719",222,14.693932,221,Brazil,GPE
15,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Materials and Methods,12965,True,spacy-trf,"4.28333,-73.05",228,16.566107,226,Pernambuco Center,FAC
16,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Materials and Methods,12965,True,spacy-trf,"-12.81667,15.38333",285,15.369286,284,Coimbra,LOC
17,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Materials and Methods,12965,True,spacy-trf,"-12.86235,-48.42583",553,13.465115,551,Serra Grande,LOC
18,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Materials and Methods,12965,True,spacy-trf,"45.483,9.2",563,12.1104765,562,Atlantic,LOC
19,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Materials and Methods,12965,True,spacy-trf,"-12.81667,15.38333",619,15.369286,618,Coimbra,LOC
20,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Materials and Methods,12965,True,spacy-trf,"-12.81667,15.38333",644,15.369286,643,Coimbra,LOC
21,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Materials and Methods,12965,True,spacy-trf,"45.483,9.2",661,12.1104765,660,Atlantic,LOC
22,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Materials and Methods,12965,True,spacy-trf,"1.63414,-75.5719",666,14.693932,664,Northeast Brazil,LOC
23,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Materials and Methods,12965,True,spacy-trf,"-12.81667,15.38333",702,15.369286,701,Coimbra,LOC
24,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Materials and Methods,12965,True,spacy-trf,"45.483,9.2",718,12.1104765,717,Atlantic,LOC
25,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Materials and Methods,12965,True,spacy-trf,"-12.81667,15.38333",906,15.369286,905,Coimbra,LOC
26,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Materials and Methods,12965,True,spacy-trf,"-16.46667,-68.16667",977,15.450566,974,Usina Serra Grande,LOC
27,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Materials and Methods,12965,True,spacy-trf,"42.37925,-71.11459",1231,11.390846,1230,Herbaria,LOC
28,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Materials and Methods,12965,True,spacy-trf,"-12.81667,15.38333",2271,15.369286,2270,Coimbra,LOC
0,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Study site and landscape attributes,2910,True,spacy-trf,"-18.63333,-46.66667",14,17.054436,10,the State of Alagoas,GPE
1,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Study site and landscape attributes,2910,True,spacy-trf,"1.63414,-75.5719",17,14.693932,16,Brazil,GPE
2,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Study site and landscape attributes,2910,True,spacy-trf,"-16.46667,-68.16667",24,15.450566,21,Usina Serra Grande,GPE
3,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Study site and landscape attributes,2910,True,spacy-trf,"45.483,9.2",60,12.1104765,59,Atlantic,LOC
4,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Study site and landscape attributes,2910,True,spacy-trf,"4.28333,-73.05",68,16.566107,63,the Pernambuco Center of Endemism,FAC
5,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Study site and landscape attributes,2910,True,spacy-trf,"45.483,9.2",75,12.1104765,74,Atlantic,LOC
6,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Study site and landscape attributes,2910,True,spacy-trf,"1.63414,-75.5719",79,14.693932,77,Northeast Brazil,LOC
7,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Study site and landscape attributes,2910,True,spacy-trf,"45.483,9.2",89,12.1104765,88,Atlantic,LOC
8,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Study site and landscape attributes,2910,True,spacy-trf,"-12.81667,15.38333",131,15.369286,130,Coimbra,LOC
9,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Study site and landscape attributes,2910,True,spacy-trf,"-12.81667,15.38333",170,15.369286,169,Coimbra,LOC
10,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Study site and landscape attributes,2910,True,spacy-trf,"45.483,9.2",191,12.1104765,190,Atlantic,LOC
11,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Study site and landscape attributes,2910,True,spacy-trf,"1.63414,-75.5719",195,14.693932,194,Brazil,GPE
12,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Study site and landscape attributes,2910,True,spacy-trf,"1.63414,-75.5719",201,14.693932,200,Brazil,GPE
13,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Study site and landscape attributes,2910,True,spacy-trf,"45.483,9.2",215,12.1104765,214,Atlantic,LOC
14,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Study site and landscape attributes,2910,True,spacy-trf,"1.63414,-75.5719",219,14.693932,218,Brazil,GPE
15,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Study site and landscape attributes,2910,True,spacy-trf,"-12.81667,15.38333",282,15.369286,281,Coimbra,LOC
16,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Study site and landscape attributes,2910,True,spacy-trf,"-12.86235,-48.42583",550,13.465115,548,Serra Grande,LOC
17,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Study site and landscape attributes,2910,True,spacy-trf,"45.483,9.2",560,12.1104765,559,Atlantic,LOC
0,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Tree species surveys and habitat classification,2397,True,spacy-trf,"-12.81667,15.38333",52,15.369286,51,Coimbra,LOC
1,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Tree species surveys and habitat classification,2397,True,spacy-trf,"-12.81667,15.38333",77,15.369286,76,Coimbra,LOC
2,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Tree species surveys and habitat classification,2397,True,spacy-trf,"45.483,9.2",94,12.1104765,93,Atlantic,LOC
3,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Tree species surveys and habitat classification,2397,True,spacy-trf,"1.63414,-75.5719",99,14.693932,97,Northeast Brazil,LOC
4,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Tree species surveys and habitat classification,2397,True,spacy-trf,"-12.81667,15.38333",135,15.369286,134,Coimbra,LOC
5,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Tree species surveys and habitat classification,2397,True,spacy-trf,"45.483,9.2",151,12.1104765,150,Atlantic,LOC
6,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Tree species surveys and habitat classification,2397,True,spacy-trf,"-12.81667,15.38333",339,15.369286,338,Coimbra,LOC
7,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Tree species surveys and habitat classification,2397,True,spacy-trf,"-16.46667,-68.16667",410,15.450566,407,Usina Serra Grande,LOC
0,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Reproductive traits of tree species,3319,False,spacy-trf
0,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Explanatory variables,1120,False,spacy-trf
0,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Functional diversity of reproductive traits,976,False,spacy-trf
0,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Statistical analysis,2216,True,spacy-trf,"-12.81667,15.38333",135,15.369286,134,Coimbra,LOC
0,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Results,15309,True,spacy-trf,"45.483,9.2",438,12.1104765,437,Atlantic,LOC
1,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Results,15309,True,spacy-trf,"1.63414,-75.5719",443,14.693932,442,Brazil,GPE
2,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Results,15309,True,spacy-trf,"45.483,9.2",518,12.1104765,517,Atlantic,LOC
3,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Results,15309,True,spacy-trf,"1.63414,-75.5719",522,14.693932,521,Brazil,GPE
4,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Results,15309,True,spacy-trf,"45.483,9.2",1751,12.1104765,1750,Atlantic,LOC
5,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Results,15309,True,spacy-trf,"1.63414,-75.5719",1756,14.693932,1755,Brazil,GPE
6,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Results,15309,True,spacy-trf,"45.483,9.2",2265,12.1104765,2264,Atlantic,LOC
7,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Results,15309,True,spacy-trf,"1.63414,-75.5719",2269,14.693932,2268,Brazil,GPE
8,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Results,15309,True,spacy-trf,"45.483,9.2",2618,12.1104765,2617,Atlantic,LOC
9,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Results,15309,True,spacy-trf,"1.63414,-75.5719",2622,14.693932,2621,Brazil,GPE
0,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Reproductive traits of tree species,10450,True,spacy-trf,"45.483,9.2",437,12.1104765,436,Atlantic,LOC
1,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Reproductive traits of tree species,10450,True,spacy-trf,"1.63414,-75.5719",442,14.693932,441,Brazil,GPE
2,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Reproductive traits of tree species,10450,True,spacy-trf,"45.483,9.2",517,12.1104765,516,Atlantic,LOC
3,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Reproductive traits of tree species,10450,True,spacy-trf,"1.63414,-75.5719",521,14.693932,520,Brazil,GPE
