doi,publisher_name,publisher_abbreviation,citation,title,publish_year,first_author,authors_list,volume_issue_pages,volume,issue,start_page,end_page,keywords_list,no_keywords_list,abstract,no_abstract,url
10.1371/journal.pone.0044925,,,"
         Caliman
        , 
         Adriano
        , 
         Carneiro
        , 
         Luciana S.
        , 
         Leal
        , 
         João J. F.
        , 
         Farjalla
        , 
         Vinicius F.
        , 
         Bozelli
        , 
         Reinaldo L.
        , 
         Esteves
        , 
         Francisco A.
        , 
         Solan
        , 
         Martin
        . 2012. Community Biomass and Bottom up Multivariate Nutrient Complementarity Mediate the Effects of Bioturbator Diversity on Pelagic Production. . ",Community Biomass and Bottom up Multivariate Nutrient Complementarity Mediate the Effects of Bioturbator Diversity on Pelagic Production,2012,"
         Caliman
        , 
         Adriano
        ","
         Caliman
        , 
         Adriano
        , 
         Carneiro
        , 
         Luciana S.
        , 
         Leal
        , 
         João J. F.
        , 
         Farjalla
        , 
         Vinicius F.
        , 
         Bozelli
        , 
         Reinaldo L.
        , 
         Esteves
        , 
         Francisco A.
        , 
         Solan
        , 
         Martin
        ","
      7
     (
      9
     ):
      e44925
     ","
      7
     ","
      9
     ","
      e44925
     ",,,False,"
Tests of the biodiversity and ecosystem functioning (BEF) relationship have focused little attention on the importance of interactions between species diversity and other attributes of ecological communities such as community biomass. Moreover, BEF research has been mainly derived from studies measuring a single ecosystem process that often represents resource consumption within a given habitat. Focus on single processes has prevented us from exploring the characteristics of ecosystem processes that can be critical in helping us to identify how novel pathways throughout BEF mechanisms may operate. Here, we investigated whether and how the effects of biodiversity mediated by non-trophic interactions among benthic bioturbator species vary according to community biomass and ecosystem processes. We hypothesized that (1) bioturbator biomass and species richness interact to affect the rates of benthic nutrient regeneration [dissolved inorganic nitrogen (DIN) and total dissolved phosphorus (TDP)] and consequently bacterioplankton production (BP) and that (2) the complementarity effects of diversity will be stronger on BP than on nutrient regeneration because the former represents a more integrative process that can be mediated by multivariate nutrient complementarity. We show that the effects of bioturbator diversity on nutrient regeneration increased BP via multivariate nutrient complementarity. Consistent with our prediction, the complementarity effects were significantly stronger on BP than on DIN and TDP. The effects of the biomass-species richness interaction on complementarity varied among the individual processes, but the aggregated measures of complementarity over all ecosystem processes were significantly higher at the highest community biomass level. Our results suggest that the complementarity effects of biodiversity can be stronger on more integrative ecosystem processes, which integrate subsidiary “simpler” processes, via multivariate complementarity. In addition, reductions in community biomass may decrease the strength of interspecific interactions so that the enhanced effects of biodiversity on ecosystem processes can disappear well before species become extinct.
",False,
10.1371/journal.pone.0045334,,,"
         Landman
        , 
         Marietjie
        , 
         Schoeman
        , 
         David S.
        , 
         Hall-Martin
        , 
         Anthony J.
        , 
         Kerley
        , 
         Graham I. H.
        , 
         Hayward
        , 
         Matt
        . 2012. Understanding Long-Term Variations in an Elephant Piosphere Effect to Manage Impacts. . ",Understanding Long-Term Variations in an Elephant Piosphere Effect to Manage Impacts,2012,"
         Landman
        , 
         Marietjie
        ","
         Landman
        , 
         Marietjie
        , 
         Schoeman
        , 
         David S.
        , 
         Hall-Martin
        , 
         Anthony J.
        , 
         Kerley
        , 
         Graham I. H.
        , 
         Hayward
        , 
         Matt
        ","
      7
     (
      9
     ):
      e45334
     ","
      7
     ","
      9
     ","
      e45334
     ",,,False,"
Surface water availability is a key driver of elephant impacts on biological diversity. Thus, understanding the spatio-temporal variations of these impacts in relation to water is critical to their management. However, elephant piosphere effects (i.e. the radial pattern of attenuating impact) are poorly described, with few long-term quantitative studies. Our understanding is further confounded by the complexity of systems with elephant (i.e. fenced, multiple water points, seasonal water availability, varying population densities) that likely limit the use of conceptual models to predict these impacts. Using 31 years of data on shrub structure in the succulent thickets of the Addo Elephant National Park, South Africa, we tested elephant effects at a single water point. Shrub structure showed a clear sigmoid response with distance from water, declining at both the upper and lower limits of sampling. Adjacent to water, this decline caused a roughly 300-m radial expansion of the grass-dominated habitats that replace shrub communities. Despite the clear relationship between shrub structure and ecological functioning in thicket, the extent of elephant effects varied between these features with distance from water. Moreover, these patterns co-varied with other confounding variables (e.g. the location of neighboring water points), which limits our ability to predict such effects in the absence of long-term data. We predict that elephant have the ability to cause severe transformation in succulent thicket habitats with abundant water supply and elevated elephant numbers. However, these piosphere effects are complex, suggesting that a more integrated understanding of elephant impacts on ecological heterogeneity may be required before water availability is used as a tool to manage impacts. We caution against the establishment of water points in novel succulent thicket habitats, and advocate a significant reduction in water provisioning at our study site, albeit with greater impacts at each water point.
",False,
10.1371/journal.pone.0047192,,,"
         Kessler
        , 
         Michael
        , 
         Hertel
        , 
         Dietrich
        , 
         Jungkunst
        , 
         Hermann F.
        , 
         Kluge
        , 
         Jürgen
        , 
         Abrahamczyk
        , 
         Stefan
        , 
         Bos
        , 
         Merijn
        , 
         Buchori
        , 
         Damayanti
        , 
         Gerold
        , 
         Gerhard
        , 
         Gradstein
        , 
         S. Robbert
        , 
         Köhler
        , 
         Stefan
        , 
         Leuschner
        , 
         Christoph
        , 
         Moser
        , 
         Gerald
        , 
         Pitopang
        , 
         Ramadhanil
        , 
         Saleh
        , 
         Shahabuddin
        , 
         Schulze
        , 
         Christian H.
        , 
         Sporn
        , 
         Simone G.
        , 
         Steffan-Dewenter
        , 
         Ingolf
        , 
         Tjitrosoedirdjo
        , 
         Sri S.
        , 
         Tscharntke
        , 
         Teja
        , 
         Bond-Lamberty
        , 
         Ben
        . 2012. Can Joint Carbon and Biodiversity Management in Tropical Agroforestry Landscapes Be Optimized?. . ",Can Joint Carbon and Biodiversity Management in Tropical Agroforestry Landscapes Be Optimized?,2012,"
         Kessler
        , 
         Michael
        ","
         Kessler
        , 
         Michael
        , 
         Hertel
        , 
         Dietrich
        , 
         Jungkunst
        , 
         Hermann F.
        , 
         Kluge
        , 
         Jürgen
        , 
         Abrahamczyk
        , 
         Stefan
        , 
         Bos
        , 
         Merijn
        , 
         Buchori
        , 
         Damayanti
        , 
         Gerold
        , 
         Gerhard
        , 
         Gradstein
        , 
         S. Robbert
        , 
         Köhler
        , 
         Stefan
        , 
         Leuschner
        , 
         Christoph
        , 
         Moser
        , 
         Gerald
        , 
         Pitopang
        , 
         Ramadhanil
        , 
         Saleh
        , 
         Shahabuddin
        , 
         Schulze
        , 
         Christian H.
        , 
         Sporn
        , 
         Simone G.
        , 
         Steffan-Dewenter
        , 
         Ingolf
        , 
         Tjitrosoedirdjo
        , 
         Sri S.
        , 
         Tscharntke
        , 
         Teja
        , 
         Bond-Lamberty
        , 
         Ben
        ","
      7
     (
      10
     ):
      e47192
     ","
      7
     ","
      10
     ","
      e47192
     ",,,False,"
Managing ecosystems for carbon storage may also benefit biodiversity conservation, but such a potential ‘win-win’ scenario has not yet been assessed for tropical agroforestry landscapes. We measured above- and below-ground carbon stocks as well as the species richness of four groups of plants and eight of animals on 14 representative plots in Sulawesi, Indonesia, ranging from natural rainforest to cacao agroforests that have replaced former natural forest. The conversion of natural forests with carbon stocks of 227–362 Mg C ha−1 to agroforests with 82–211 Mg C ha−1 showed no relationships to overall biodiversity but led to a significant loss of forest-related species richness. We conclude that the conservation of the forest-related biodiversity, and to a lesser degree of carbon stocks, mainly depends on the preservation of natural forest habitats. In the three most carbon-rich agroforestry systems, carbon stocks were about 60% of those of natural forest, suggesting that 1.6 ha of optimally managed agroforest can contribute to the conservation of carbon stocks as much as 1 ha of natural forest. However, agroforestry systems had comparatively low biodiversity, and we found no evidence for a tight link between carbon storage and biodiversity. Yet, potential win-win agroforestry management solutions include combining high shade-tree quality which favours biodiversity with cacao-yield adapted shade levels.
",False,
10.1371/journal.pone.0049024,"
       PLoS ONE
      ",,"
         Zhang
        , 
         Hui
        , 
         John
        , 
         Robert
        , 
         Peng
        , 
         Zechen
        , 
         Yuan
        , 
         Jianli
        , 
         Chu
        , 
         Chengjin
        , 
         Du
        , 
         Guozhen
        , 
         Zhou
        , 
         Shurong
        , 
         Cahill
        , 
         James F.
        . 2012. The Relationship between Species Richness and Evenness in Plant Communities along a Successional Gradient: A Study from Sub-Alpine Meadows of the Eastern Qinghai-Tibetan Plateau, China. 
       PLoS ONE
      . ","The Relationship between Species Richness and Evenness in Plant Communities along a Successional Gradient: A Study from Sub-Alpine Meadows of the Eastern Qinghai-Tibetan Plateau, China",2012,"
         Zhang
        , 
         Hui
        ","
         Zhang
        , 
         Hui
        , 
         John
        , 
         Robert
        , 
         Peng
        , 
         Zechen
        , 
         Yuan
        , 
         Jianli
        , 
         Chu
        , 
         Chengjin
        , 
         Du
        , 
         Guozhen
        , 
         Zhou
        , 
         Shurong
        , 
         Cahill
        , 
         James F.
        ","
      7
     (
      11
     ):
      e49024
     ","
      7
     ","
      11
     ","
      e49024
     ",,,False,"
The relationship between species richness and evenness across communities remains an unsettled issue in ecology from both theoretical and empirical perspectives. As a result, we do not know the mechanisms that could generate a relationship between species richness and evenness, and how this responds to spatial scale. Here we examine the relationship between species richness(S) and evenness (Pielou’s J′ evenness) using a chronosequence of successional sub-alpine meadow communities in the eastern Qinghai-Tibetan Plateau. These meadows range from natural community (never farmed), to those that have been protected from agricultural exploitation for periods ranging from 1 to 10 years. A total of 30 sampling quadrats with size of 0.5 m×0.5 m were laid out along two transects at each meadow. Using correlation analyses we found a consistent negative correlation between S and J′ in these communities along the successional gradient at the sampling scale of 0.5 m×0.5 m. We also explored the relationship between S and J′ at different sampling scales (from 0.5 m×0.5 m to10 m×10 m) using properly measured ramet-mapped data of a10 m×10 m quadrat in the natural community. We found that S was negatively corrected with J′ at the scales of 0.5 m×0.5 m to 2 m×2 m, but such a relationships disappeared at relative larger scales (≥2 m×4 m). When fitting different species abundance models combined with trait-specific methods, we found that niche preemption may be the determining mechanism of species evenness along the succession gradient. Considering all results together, we can conclude that such niche differentiation and spatial scale effects may help to explain the maintenance of high species richness in sub-alpine meadow communities.
",False,
10.1371/journal.pone.0049618,"
       PLoS ONE
      ",,"
         Geißler
        , 
         Christian
        , 
         Nadrowski
        , 
         Karin
        , 
         Kühn
        , 
         Peter
        , 
         Baruffol
        , 
         Martin
        , 
         Bruelheide
        , 
         Helge
        , 
         Schmid
        , 
         Bernhard
        , 
         Scholten
        , 
         Thomas
        , 
         Bohrer
        , 
         Gil
        . 2013. Kinetic Energy of Throughfall in Subtropical Forests of SE China – Effects of Tree Canopy Structure, Functional Traits, and Biodiversity. 
       PLoS ONE
      . ","Kinetic Energy of Throughfall in Subtropical Forests of SE China – Effects of Tree Canopy Structure, Functional Traits, and Biodiversity",2013,"
         Geißler
        , 
         Christian
        ","
         Geißler
        , 
         Christian
        , 
         Nadrowski
        , 
         Karin
        , 
         Kühn
        , 
         Peter
        , 
         Baruffol
        , 
         Martin
        , 
         Bruelheide
        , 
         Helge
        , 
         Schmid
        , 
         Bernhard
        , 
         Scholten
        , 
         Thomas
        , 
         Bohrer
        , 
         Gil
        ","
      8
     (
      2
     ):
      e49618
     ","
      8
     ","
      2
     ","
      e49618
     ",,,False,"
Throughfall kinetic energy (TKE) plays an important role in soil erosion in forests. We studied TKE as a function of biodiversity, functional diversity as well as structural stand variables in a secondary subtropical broad-leaved forest in the Gutianshan National Nature Reserve (GNNR) in south-east China, a biodiversity hotspot in the northern hemisphere with more than 250 woody species present. Using a mixed model approach we could identify significant effects of all these variables on TKE: TKE increased with rarefied tree species richness and decreased with increasing proportion of needle-leaved species and increasing leaf area index (LAI). Furthermore, for average rainfall amounts TKE was decreasing with tree canopy height whereas for high rainfall amounts this was not the case. The spatial pattern of throughfall was stable across several rain events. The temporal variation of TKE decreased with rainfall intensity and increased with tree diversity. Our results show that more diverse forest stands over the season have to cope with higher cumulative raindrop energy than less diverse stands. However, the kinetic energy (KE) of one single raindrop is less predictable in diverse stands since the variability in KE is higher. This paper is the first to contribute to the understanding of the ecosystem function of soil erosion prevention in diverse subtropical forests.
",False,
10.1371/journal.pone.0049795,"
       PLoS ONE
      ",,"
         Van Colen
        , 
         Carl
        , 
         Rossi
        , 
         Francesca
        , 
         Montserrat
        , 
         Francesc
        , 
         Andersson
        , 
         Maria G. I.
        , 
         Gribsholt
        , 
         Britta
        , 
         Herman
        , 
         Peter M. J.
        , 
         Degraer
        , 
         Steven
        , 
         Vincx
        , 
         Magda
        , 
         Ysebaert
        , 
         Tom
        , 
         Middelburg
        , 
         Jack J.
        , 
         Browman
        , 
         Howard
        . 2012. Organism-Sediment Interactions Govern Post-Hypoxia Recovery of Ecosystem Functioning. 
       PLoS ONE
      . ",Organism-Sediment Interactions Govern Post-Hypoxia Recovery of Ecosystem Functioning,2012,"
         Van Colen
        , 
         Carl
        ","
         Van Colen
        , 
         Carl
        , 
         Rossi
        , 
         Francesca
        , 
         Montserrat
        , 
         Francesc
        , 
         Andersson
        , 
         Maria G. I.
        , 
         Gribsholt
        , 
         Britta
        , 
         Herman
        , 
         Peter M. J.
        , 
         Degraer
        , 
         Steven
        , 
         Vincx
        , 
         Magda
        , 
         Ysebaert
        , 
         Tom
        , 
         Middelburg
        , 
         Jack J.
        , 
         Browman
        , 
         Howard
        ","
      7
     (
      11
     ):
      e49795
     ","
      7
     ","
      11
     ","
      e49795
     ",,,False,"
Hypoxia represents one of the major causes of biodiversity and ecosystem functioning loss for coastal waters. Since eutrophication-induced hypoxic events are becoming increasingly frequent and intense, understanding the response of ecosystems to hypoxia is of primary importance to understand and predict the stability of ecosystem functioning. Such ecological stability may greatly depend on the recovery patterns of communities and the return time of the system properties associated to these patterns. Here, we have examined how the reassembly of a benthic community contributed to the recovery of ecosystem functioning following experimentally-induced hypoxia in a tidal flat. We demonstrate that organism-sediment interactions that depend on organism size and relate to mobility traits and sediment reworking capacities are generally more important than recovering species richness to set the return time of the measured sediment processes and properties. Specifically, increasing macrofauna bioturbation potential during community reassembly significantly contributed to the recovery of sediment processes and properties such as denitrification, bedload sediment transport, primary production and deep pore water ammonium concentration. Such bioturbation potential was due to the replacement of the small-sized organisms that recolonised at early stages by large-sized bioturbating organisms, which had a disproportionately stronger influence on sediment. This study suggests that the complete recovery of organism-sediment interactions is a necessary condition for ecosystem functioning recovery, and that such process requires long periods after disturbance due to the slow growth of juveniles into adult stages involved in these interactions. Consequently, repeated episodes of disturbance at intervals smaller than the time needed for the system to fully recover organism-sediment interactions may greatly impair the resilience of ecosystem functioning.
",False,
10.1371/journal.pone.0052071,"
       PLoS ONE
      ",,"
         Hou
        , 
         Enqing
        , 
         Chen
        , 
         Chengrong
        , 
         McGroddy
        , 
         Megan E.
        , 
         Wen
        , 
         Dazhi
        , 
         de Oliveira Azevedo
        , 
         Sandra Maria Feliciano
        . 2012. Nutrient Limitation on Ecosystem Productivity and Processes of Mature and Old-Growth Subtropical Forests in China. 
       PLoS ONE
      . ",Nutrient Limitation on Ecosystem Productivity and Processes of Mature and Old-Growth Subtropical Forests in China,2012,"
         Hou
        , 
         Enqing
        ","
         Hou
        , 
         Enqing
        , 
         Chen
        , 
         Chengrong
        , 
         McGroddy
        , 
         Megan E.
        , 
         Wen
        , 
         Dazhi
        , 
         de Oliveira Azevedo
        , 
         Sandra Maria Feliciano
        ","
      7
     (
      12
     ):
      e52071
     ","
      7
     ","
      12
     ","
      e52071
     ",,,False,"
Nitrogen (N) is considered the dominant limiting nutrient in temperate regions, while phosphorus (P) limitation frequently occurs in tropical regions, but in subtropical regions nutrient limitation is poorly understood. In this study, we investigated N and P contents and N:P ratios of foliage, forest floors, fine roots and mineral soils, and their relationships with community biomass, litterfall C, N and P productions, forest floor turnover rate, and microbial processes in eight mature and old-growth subtropical forests (stand age >80 yr) at Dinghushan Biosphere Reserve, China. Average N:P ratios (mass based) in foliage, litter (L) layer and mixture of fermentation and humus (F/H) layer, and fine roots were 28.3, 42.3, 32.0 and 32.7, respectively. These values are higher than the critical N:P ratios for P limitation proposed (16–20 for foliage, ca. 25 for forest floors). The markedly high N:P ratios were mainly attributed to the high N concentrations of these plant materials. Community biomass, litterfall C, N and P productions, forest floor turnover rate and microbial properties were more strongly related to measures of P than N and frequently negatively related to the N:P ratios, suggesting a significant role of P availability in determining ecosystem production and productivity and nutrient cycling at all the study sites except for one prescribed disturbed site where N availability may also be important. We propose that N enrichment is probably a significant driver of the potential P limitation in the study area. Low P parent material may also contribute to the potential P limitation. In general, our results provided strong evidence supporting a significant role for P availability, rather than N availability, in determining ecosystem primary productivity and ecosystem processes in subtropical forests of China.
",False,
10.1371/journal.pone.0052821,"
       PLoS ONE
      ",,"
         Clark
        , 
         Christopher M.
        , 
         Flynn
        , 
         Dan F. B.
        , 
         Butterfield
        , 
         Bradley J.
        , 
         Reich
        , 
         Peter B.
        , 
         Cahill
        , 
         James F.
        . 2012. Testing the Link between Functional Diversity and Ecosystem Functioning in a Minnesota Grassland Experiment. 
       PLoS ONE
      . ",Testing the Link between Functional Diversity and Ecosystem Functioning in a Minnesota Grassland Experiment,2012,"
         Clark
        , 
         Christopher M.
        ","
         Clark
        , 
         Christopher M.
        , 
         Flynn
        , 
         Dan F. B.
        , 
         Butterfield
        , 
         Bradley J.
        , 
         Reich
        , 
         Peter B.
        , 
         Cahill
        , 
         James F.
        ","
      7
     (
      12
     ):
      e52821
     ","
      7
     ","
      12
     ","
      e52821
     ",,,False,"
The functional diversity of a community can influence ecosystem functioning and reflects assembly processes. The large number of disparate metrics used to quantify functional diversity reflects the range of attributes underlying this concept, generally summarized as functional richness, functional evenness, and functional divergence. However, in practice, we know very little about which attributes drive which ecosystem functions, due to a lack of field-based tests. Here we test the association between eight leading functional diversity metrics (Rao’s Q, FD, FDis, FEve, FDiv, convex hull volume, and species and functional group richness) that emphasize different attributes of functional diversity, plus 11 extensions of these existing metrics that incorporate heterogeneous species abundances and trait variation. We assess the relationships among these metrics and compare their performances for predicting three key ecosystem functions (above- and belowground biomass and light capture) within a long-term grassland biodiversity experiment. Many metrics were highly correlated, although unique information was captured in FEve, FDiv, and dendrogram-based measures (FD) that were adjusted by abundance. FD adjusted by abundance outperformed all other metrics in predicting both above- and belowground biomass, although several others also performed well (e.g. Rao’s Q, FDis, FDiv). More generally, trait-based richness metrics and hybrid metrics incorporating multiple diversity attributes outperformed evenness metrics and single-attribute metrics, results that were not changed when combinations of metrics were explored. For light capture, species richness alone was the best predictor, suggesting that traits for canopy architecture would be necessary to improve predictions. Our study provides a comprehensive test linking different attributes of functional diversity with ecosystem function for a grassland system.
",False,
10.1371/journal.pone.0053009,"
       PLoS ONE
      ",,"
         Villa-Galaviz
        , 
         Edith
        , 
         Boege
        , 
         Karina
        , 
         del-Val
        , 
         Ek
        , 
         Thrush
        , 
         Simon
        . 2012. Resilience in Plant-Herbivore Networks during Secondary Succession. 
       PLoS ONE
      . ",Resilience in Plant-Herbivore Networks during Secondary Succession,2012,"
         Villa-Galaviz
        , 
         Edith
        ","
         Villa-Galaviz
        , 
         Edith
        , 
         Boege
        , 
         Karina
        , 
         del-Val
        , 
         Ek
        , 
         Thrush
        , 
         Simon
        ","
      7
     (
      12
     ):
      e53009
     ","
      7
     ","
      12
     ","
      e53009
     ",,,False,"
Extensive land-use change in the tropics has produced a mosaic of successional forests within an agricultural and cattle-pasture matrix. Post-disturbance biodiversity assessments have found that regeneration speed depends upon propagule availability and the intensity and duration of disturbance. However, reestablishment of species interactions is still poorly understood and this limits our understanding of the anthropogenic impacts upon ecosystem resilience. This is the first investigation that evaluates plant-herbivore interaction networks during secondary succession. In particular we investigated succession in a Mexican tropical dry forest using data of caterpillar associations with plants during 2007–2010. Plant-herbivore networks showed high resilience. We found no differences in most network descriptors between secondary and mature forest and only recently abandoned fields were found to be different. No significant nestedness or modularity network structure was found. Plant-herbivore network properties appear to quickly reestablish after perturbation, despite differences in species richness and composition. This study provides some valuable guidelines for the implement of restoration efforts that can enhance ecological processes such as the interaction between plants and their herbivores.
",False,
10.1371/journal.pone.0053139,"
       PLoS ONE
      ",,"
         Walzer
        , 
         Chris
        , 
         Kowalczyk
        , 
         Christine
        , 
         Alexander
        , 
         Jake M.
        , 
         Baur
        , 
         Bruno
        , 
         Bogliani
        , 
         Giuseppe
        , 
         Brun
        , 
         Jean-Jacques
        , 
         Füreder
        , 
         Leopold
        , 
         Guth
        , 
         Marie-Odile
        , 
         Haller
        , 
         Ruedi
        , 
         Holderegger
        , 
         Rolf
        , 
         Kohler
        , 
         Yann
        , 
         Kueffer
        , 
         Christoph
        , 
         Righetti
        , 
         Antonio
        , 
         Spaar
        , 
         Reto
        , 
         Sutherland
        , 
         William J.
        , 
         Ullrich-Schneider
        , 
         Aurelia
        , 
         Vanpeene-Bruhier
        , 
         Sylvie N.
        , 
         Scheurer
        , 
         Thomas
        , 
         Arlettaz
        , 
         Raphaël
        . 2013. The 50 Most Important Questions Relating to the Maintenance and Restoration of an Ecological Continuum in the European Alps. 
       PLoS ONE
      . ",The 50 Most Important Questions Relating to the Maintenance and Restoration of an Ecological Continuum in the European Alps,2013,"
         Walzer
        , 
         Chris
        ","
         Walzer
        , 
         Chris
        , 
         Kowalczyk
        , 
         Christine
        , 
         Alexander
        , 
         Jake M.
        , 
         Baur
        , 
         Bruno
        , 
         Bogliani
        , 
         Giuseppe
        , 
         Brun
        , 
         Jean-Jacques
        , 
         Füreder
        , 
         Leopold
        , 
         Guth
        , 
         Marie-Odile
        , 
         Haller
        , 
         Ruedi
        , 
         Holderegger
        , 
         Rolf
        , 
         Kohler
        , 
         Yann
        , 
         Kueffer
        , 
         Christoph
        , 
         Righetti
        , 
         Antonio
        , 
         Spaar
        , 
         Reto
        , 
         Sutherland
        , 
         William J.
        , 
         Ullrich-Schneider
        , 
         Aurelia
        , 
         Vanpeene-Bruhier
        , 
         Sylvie N.
        , 
         Scheurer
        , 
         Thomas
        , 
         Arlettaz
        , 
         Raphaël
        ","
      8
     (
      1
     ):
      e53139
     ","
      8
     ","
      1
     ","
      e53139
     ",,,False,"
The European Alps harbour a unique and species-rich biodiversity, which is increasingly impacted by habitat fragmentation through land-use changes, urbanization and expanding transport infrastructure. In this study, we identified the 50 most important questions relating to the maintenance and restoration of an ecological continuum – the connectedness of ecological processes across many scales including trophic relationship and disturbance processes and hydro-ecological flows in the European Alps. We initiated and implemented a trans-national priority setting exercise, inviting 48 institutions including researchers, conservation practitioners, NGOs, policymakers and administrators from the Alpine region. The exercise was composed of an initial call for pertinent questions, a first online evaluation of the received questions and a final discussion and selection process during a joint workshop. The participating institutions generated 484 initial questions, which were condensed to the 50 most important questions by 16 workshop participants. We suggest new approaches in tackling the issue of an ecological continuum in the Alps by analysing and classifying the characteristics of the resulting questions in a non-prioritized form as well as in a visual conceptualisation of the inter-dependencies among these questions. This priority setting exercise will support research and funding institutions in channelling their capacities and resources towards questions that need to be urgently addressed in order to facilitate significant progress in biodiversity conservation in the European Alps.
",False,
10.1371/journal.pone.0058432,"
       PLoS ONE
      ",,"
         Wen
        , 
         Lu
        , 
         Dong
        , 
         Shikui
        , 
         Li
        , 
         Yuanyuan
        , 
         Li
        , 
         Xiaoyan
        , 
         Shi
        , 
         Jianjun
        , 
         Wang
        , 
         Yanlong
        , 
         Liu
        , 
         Demei
        , 
         Ma
        , 
         Yushou
        , 
         Schumann
        , 
         Guy J.-P.
        . 2013. Effect of Degradation Intensity on Grassland Ecosystem Services in the Alpine Region of Qinghai-Tibetan Plateau, China. 
       PLoS ONE
      . ","Effect of Degradation Intensity on Grassland Ecosystem Services in the Alpine Region of Qinghai-Tibetan Plateau, China",2013,"
         Wen
        , 
         Lu
        ","
         Wen
        , 
         Lu
        , 
         Dong
        , 
         Shikui
        , 
         Li
        , 
         Yuanyuan
        , 
         Li
        , 
         Xiaoyan
        , 
         Shi
        , 
         Jianjun
        , 
         Wang
        , 
         Yanlong
        , 
         Liu
        , 
         Demei
        , 
         Ma
        , 
         Yushou
        , 
         Schumann
        , 
         Guy J.-P.
        ","
      8
     (
      3
     ):
      e58432
     ","
      8
     ","
      3
     ","
      e58432
     ",,,False,"
The deterioration of alpine grassland has great impact on ecosystem services in the alpine region of Qinghai-Tibetan Plateau. However, the effect of grassland degradation on ecosystem services and the consequence of grassland deterioration on economic loss still remains a mystery. So, in this study, we assessed four types of ecosystem services following the Millennium Ecosystem Assessment classification, along a degradation gradient. Five sites of alpine grassland at different levels of degradation were investigated in Guoluo Prefecture of Qinghai Province, China. The species composition, aboveground biomass, soil total organic carbon (TOC), and soil total nitrogen (TN) were tested to evaluate major ecological services of the alpine grassland. We estimated the value of primary production, carbon storage, nitrogen recycling, and plant diversity. The results show the ecosystem services of alpine grassland varied along the degradation gradient. The ecosystem services of degraded grassland (moderate, heavy and severe) were all significantly lower than non-degraded grassland. Interestingly, the lightly degraded grassland provided more economic benefit from carbon maintenance and nutrient sequestration compared to non-degraded. Due to the destruction of the alpine grassland, the economic loss associated with decrease of biomass in 2008 was $198/ha. Until 2008, the economic loss caused by carbon emissions and nitrogen loss on severely degraded grassland was up to $8 033/ha and $13 315/ha, respectively. Urgent actions are required to maintain or promote the ecosystem services of alpine grassland in the Qinghai-Tibetan Plateau.
",False,
10.1371/journal.pone.0060756,"
       PLoS ONE
      ",,"
         Woodcock
        , 
         Paul
        , 
         Edwards
        , 
         David P.
        , 
         Newton
        , 
         Rob J.
        , 
         Vun Khen
        , 
         Chey
        , 
         Bottrell
        , 
         Simon H.
        , 
         Hamer
        , 
         Keith C.
        , 
         Smith
        , 
         M. Alex
        . 2013. Impacts of Intensive Logging on the Trophic Organisation of Ant Communities in a Biodiversity Hotspot. 
       PLoS ONE
      . ",Impacts of Intensive Logging on the Trophic Organisation of Ant Communities in a Biodiversity Hotspot,2013,"
         Woodcock
        , 
         Paul
        ","
         Woodcock
        , 
         Paul
        , 
         Edwards
        , 
         David P.
        , 
         Newton
        , 
         Rob J.
        , 
         Vun Khen
        , 
         Chey
        , 
         Bottrell
        , 
         Simon H.
        , 
         Hamer
        , 
         Keith C.
        , 
         Smith
        , 
         M. Alex
        ","
      8
     (
      4
     ):
      e60756
     ","
      8
     ","
      4
     ","
      e60756
     ",,,False,"
Trophic organisation defines the flow of energy through ecosystems and is a key component of community structure. Widespread and intensifying anthropogenic disturbance threatens to disrupt trophic organisation by altering species composition and relative abundances and by driving shifts in the trophic ecology of species that persist in disturbed ecosystems. We examined how intensive disturbance caused by selective logging affects trophic organisation in the biodiversity hotspot of Sabah, Borneo. Using stable nitrogen isotopes, we quantified the positions in the food web of 159 leaf-litter ant species in unlogged and logged rainforest and tested four predictions: (i) there is a negative relationship between the trophic position of a species in unlogged forest and its change in abundance following logging, (ii) the trophic positions of species are altered by logging, (iii) disturbance alters the frequency distribution of trophic positions within the ant assemblage, and (iv) disturbance reduces food chain length. We found that ant abundance was 30% lower in logged forest than in unlogged forest but changes in abundance of individual species were not related to trophic position, providing no support for prediction (i). However, trophic positions of individual species were significantly higher in logged forest, supporting prediction (ii). Consequently, the frequency distribution of trophic positions differed significantly between unlogged and logged forest, supporting prediction (iii), and food chains were 0.2 trophic levels 
       
        longer
        in logged forest, the opposite of prediction (iv). Our results demonstrate that disturbance can alter trophic organisation even without trophically-biased changes in community composition. Nonetheless, the absence of any reduction in food chain length in logged forest suggests that species-rich arthropod food webs do not experience trophic downgrading or a related collapse in trophic organisation despite the disturbance caused by logging. These food webs appear able to bend without breaking in the face of some forms of anthropogenic disturbance.
",False,
