pandas.index,filename,doi,title,level,section,nchar,status,parser,country_conf,country_predicted,geo.admin1,geo.country_code3,geo.feature_class,geo.feature_code,geo.geonameid,geo.lat,geo.lon,geo.place_name,spans,word
3,journal.pone.0000295.xml,10.1371/journal.pone.0000295,Invasions and Extinctions Reshape Coastal Marine Food Webs,body,Results,4889,True,mordecai,0.2353872,FLK,,,,,,,,,"[{'end': 1911, 'start': 1901}]",Wadden Sea
4,journal.pone.0000295.xml,10.1371/journal.pone.0000295,Invasions and Extinctions Reshape Coastal Marine Food Webs,body,Results,4889,True,mordecai,0.2353872,FLK,,,,,,,,,"[{'end': 1997, 'start': 1987}]",Wadden Sea
5,journal.pone.0000295.xml,10.1371/journal.pone.0000295,Invasions and Extinctions Reshape Coastal Marine Food Webs,body,Results,4889,True,mordecai,0.2353872,FLK,,,,,,,,,"[{'end': 2875, 'start': 2865}]",Wadden Sea
6,journal.pone.0000295.xml,10.1371/journal.pone.0000295,Invasions and Extinctions Reshape Coastal Marine Food Webs,body,Results,4889,True,mordecai,0.2353872,FLK,,,,,,,,,"[{'end': 4163, 'start': 4153}]",Wadden Sea
7,journal.pone.0000295.xml,10.1371/journal.pone.0000295,Invasions and Extinctions Reshape Coastal Marine Food Webs,body,Results,4889,True,mordecai,0.2353872,FLK,,,,,,,,,"[{'end': 4722, 'start': 4712}]",Wadden Sea
0,journal.pone.0000295.xml,10.1371/journal.pone.0000295,Invasions and Extinctions Reshape Coastal Marine Food Webs,body,Discussion,5718,True,mordecai,0.19161284,COL,"[{'end': 2976, 'start': 2966}]",California
1,journal.pone.0000295.xml,10.1371/journal.pone.0000295,Invasions and Extinctions Reshape Coastal Marine Food Webs,body,Discussion,5718,True,mordecai,0.3105929,USA,"[{'end': 3602, 'start': 3589}]",Gulf of Maine
2,journal.pone.0000295.xml,10.1371/journal.pone.0000295,Invasions and Extinctions Reshape Coastal Marine Food Webs,body,Discussion,5718,True,mordecai,0.19161284,AUS,"[{'end': 3711, 'start': 3707}]",Gulf
3,journal.pone.0000295.xml,10.1371/journal.pone.0000295,Invasions and Extinctions Reshape Coastal Marine Food Webs,body,Discussion,5718,True,mordecai,0.3105929,USA,"[{'end': 5069, 'start': 5056}]",Gulf of Maine
0,journal.pone.0000295.xml,10.1371/journal.pone.0000295,Invasions and Extinctions Reshape Coastal Marine Food Webs,body,Methods,6119,True,mordecai,0.94876826,USA,California,USA,L,RGNE,10630414,37.77239,-122.42349,San Francisco Bay Area,"[{'end': 1021, 'start': 1004}]",San Francisco Bay
1,journal.pone.0000295.xml,10.1371/journal.pone.0000295,Invasions and Extinctions Reshape Coastal Marine Food Webs,body,Methods,6119,True,mordecai,0.94819117,AUS,NA,AUS,A,PCLI,2077456,-25,135,Commonwealth of Australia,"[{'end': 1055, 'start': 1046}]",Australia
2,journal.pone.0000295.xml,10.1371/journal.pone.0000295,Invasions and Extinctions Reshape Coastal Marine Food Webs,body,Methods,6119,True,mordecai,0.25185502,FLK,,,,,,,,,"[{'end': 1094, 'start': 1084}]",Wadden Sea
3,journal.pone.0000295.xml,10.1371/journal.pone.0000295,Invasions and Extinctions Reshape Coastal Marine Food Webs,body,Methods,6119,True,mordecai,0.25185502,USA,,,,,,,,,"[{'end': 1207, 'start': 1159}]",Gulf of the Farallones National Marine Sanctuary
4,journal.pone.0000295.xml,10.1371/journal.pone.0000295,Invasions and Extinctions Reshape Coastal Marine Food Webs,body,Methods,6119,True,mordecai,0.94876826,USA,California,USA,S,SCH,5352842,37.8875,-122.50536,Golden Gate Baptist Theological Seminary Northern California Campus,"[{'end': 1230, 'start': 1211}]",Northern California
5,journal.pone.0000295.xml,10.1371/journal.pone.0000295,Invasions and Extinctions Reshape Coastal Marine Food Webs,body,Methods,6119,True,mordecai,0.25185502,FLK,,,,,,,,,"[{'end': 1343, 'start': 1333}]",Wadden Sea
6,journal.pone.0000295.xml,10.1371/journal.pone.0000295,Invasions and Extinctions Reshape Coastal Marine Food Webs,body,Methods,6119,True,mordecai,0.25185502,FLK,,,,,,,,,"[{'end': 1668, 'start': 1658}]",Wadden Sea
7,journal.pone.0000295.xml,10.1371/journal.pone.0000295,Invasions and Extinctions Reshape Coastal Marine Food Webs,body,Methods,6119,True,mordecai,0.8212683,NLD,Groningen,NLD,H,SEA,11152677,53.57911,6.95262,Wadden Sea,"[{'end': 1925, 'start': 1915}]",Wadden Sea
8,journal.pone.0000295.xml,10.1371/journal.pone.0000295,Invasions and Extinctions Reshape Coastal Marine Food Webs,body,Methods,6119,True,mordecai,0.8212683,NLD,Groningen,NLD,H,SEA,11152677,53.57911,6.95262,Wadden Sea,"[{'end': 1987, 'start': 1977}]",Wadden Sea
0,journal.pone.0000295.xml,10.1371/journal.pone.0000295,Invasions and Extinctions Reshape Coastal Marine Food Webs,body,Supporting Information,1430,True,mordecai,0.95639527,USA,California,USA,L,RGNE,10630414,37.77239,-122.42349,San Francisco Bay Area,"[{'end': 297, 'start': 280}]",San Francisco Bay
1,journal.pone.0000295.xml,10.1371/journal.pone.0000295,Invasions and Extinctions Reshape Coastal Marine Food Webs,body,Supporting Information,1430,True,mordecai,0.2353872,USA,,,,,,,,,"[{'end': 573, 'start': 525}]",Gulf of the Farallones National Marine Sanctuary
2,journal.pone.0000295.xml,10.1371/journal.pone.0000295,Invasions and Extinctions Reshape Coastal Marine Food Webs,body,Supporting Information,1430,True,mordecai,0.9516948,AUS,NA,AUS,A,PCLI,2077456,-25,135,Commonwealth of Australia,"[{'end': 776, 'start': 767}]",Australia
3,journal.pone.0000295.xml,10.1371/journal.pone.0000295,Invasions and Extinctions Reshape Coastal Marine Food Webs,body,Supporting Information,1430,True,mordecai,0.2353872,FLK,,,,,,,,,"[{'end': 996, 'start': 986}]",Wadden Sea
4,journal.pone.0000295.xml,10.1371/journal.pone.0000295,Invasions and Extinctions Reshape Coastal Marine Food Webs,body,Supporting Information,1430,True,mordecai,0.927073,DEU,Schleswig-Holstein,DEU,P,PPLL,2866629,54.16667,9.06667,Nehring,"[{'end': 1009, 'start': 1002}]",Nehring
5,journal.pone.0000295.xml,10.1371/journal.pone.0000295,Invasions and Extinctions Reshape Coastal Marine Food Webs,body,Supporting Information,1430,True,mordecai,0.2353872,FLK,,,,,,,,,"[{'end': 1199, 'start': 1189}]",Wadden Sea
0,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,title,title,105,False,mordecai
0,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,abstract,abstract,2067,False,mordecai
0,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Introduction,4951,True,mordecai,0.9467072,BRA,NA,BRA,A,PCLI,3469034,-10,-55,Federative Republic of Brazil,"[{'end': 3020, 'start': 3014}]",Brazil
1,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Introduction,4951,True,mordecai,0.9467072,BRA,NA,BRA,A,PCLI,3469034,-10,-55,Federative Republic of Brazil,"[{'end': 3223, 'start': 3217}]",Brazil
0,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Materials and Methods,12965,True,mordecai,0.9062954,BRA,Alagoas,BRA,A,ADM1,3408096,-9.58333,-36.41667,Alagoas,"[{'end': 106, 'start': 99}]",Alagoas
1,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Materials and Methods,12965,True,mordecai,0.94605434,BRA,NA,BRA,A,PCLI,3469034,-10,-55,Federative Republic of Brazil,"[{'end': 129, 'start': 123}]",Brazil
2,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Materials and Methods,12965,True,mordecai,0.3752792,BRA,,,,,,,,,"[{'end': 450, 'start': 434}]",Northeast Brazil
3,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Materials and Methods,12965,True,mordecai,0.9317272,PRT,Coimbra,PRT,A,ADM1,2740636,40.1925,-8.32963,Distrito de Coimbra,"[{'end': 701, 'start': 694}]",Coimbra
4,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Materials and Methods,12965,True,mordecai,0.9317272,PRT,Coimbra,PRT,A,ADM1,2740636,40.1925,-8.32963,Distrito de Coimbra,"[{'end': 894, 'start': 887}]",Coimbra
5,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Materials and Methods,12965,True,mordecai,0.94605434,BRA,NA,BRA,A,PCLI,3469034,-10,-55,Federative Republic of Brazil,"[{'end': 1051, 'start': 1045}]",Brazil
6,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Materials and Methods,12965,True,mordecai,0.94605434,BRA,NA,BRA,A,PCLI,3469034,-10,-55,Federative Republic of Brazil,"[{'end': 1076, 'start': 1070}]",Brazil
7,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Materials and Methods,12965,True,mordecai,0.94605434,BRA,NA,BRA,A,PCLI,3469034,-10,-55,Federative Republic of Brazil,"[{'end': 1169, 'start': 1163}]",Brazil
8,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Materials and Methods,12965,True,mordecai,0.9317272,PRT,Coimbra,PRT,A,ADM1,2740636,40.1925,-8.32963,Distrito de Coimbra,"[{'end': 1465, 'start': 1458}]",Coimbra
9,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Materials and Methods,12965,True,mordecai,0.9317272,PRT,Coimbra,PRT,A,ADM1,2740636,40.1925,-8.32963,Distrito de Coimbra,"[{'end': 3210, 'start': 3203}]",Coimbra
10,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Materials and Methods,12965,True,mordecai,0.9317272,PRT,Coimbra,PRT,A,ADM1,2740636,40.1925,-8.32963,Distrito de Coimbra,"[{'end': 3357, 'start': 3350}]",Coimbra
11,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Materials and Methods,12965,True,mordecai,0.3752792,BRA,,,,,,,,,"[{'end': 3481, 'start': 3465}]",Northeast Brazil
12,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Materials and Methods,12965,True,mordecai,0.9317272,PRT,Coimbra,PRT,A,ADM1,2740636,40.1925,-8.32963,Distrito de Coimbra,"[{'end': 3635, 'start': 3628}]",Coimbra
13,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Materials and Methods,12965,True,mordecai,0.9317272,PRT,Coimbra,PRT,A,ADM1,2740636,40.1925,-8.32963,Distrito de Coimbra,"[{'end': 4660, 'start': 4653}]",Coimbra
14,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Materials and Methods,12965,True,mordecai,0.77198565,TUN,Banzart,TUN,P,PPL,2470996,37.16939,10.19064,Rhar el Melah,"[{'end': 5075, 'start': 5064}]",Pôrto et al
15,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Materials and Methods,12965,True,mordecai,0.84941435,ZAF,Western Cape,ZAF,L,AREA,11467929,-34.16667,18.375,Cape Floristic Region,"[{'end': 5376, 'start': 5367}]",Floristic
16,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Materials and Methods,12965,True,mordecai,0.9342132,IRL,Munster,IRL,P,PPL,3310247,52.70389,-8.86417,Shannon,"[{'end': 10140, 'start': 10133}]",Shannon
17,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Materials and Methods,12965,True,mordecai,0.9317272,PRT,Coimbra,PRT,A,ADM1,2740636,40.1925,-8.32963,Distrito de Coimbra,"[{'end': 11509, 'start': 11502}]",Coimbra
0,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Study site and landscape attributes,2910,True,mordecai,0.9062954,BRA,Alagoas,BRA,A,ADM1,3408096,-9.58333,-36.41667,Alagoas,"[{'end': 84, 'start': 77}]",Alagoas
1,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Study site and landscape attributes,2910,True,mordecai,0.94605434,BRA,NA,BRA,A,PCLI,3469034,-10,-55,Federative Republic of Brazil,"[{'end': 107, 'start': 101}]",Brazil
2,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Study site and landscape attributes,2910,True,mordecai,0.3752792,BRA,,,,,,,,,"[{'end': 428, 'start': 412}]",Northeast Brazil
3,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Study site and landscape attributes,2910,True,mordecai,0.9317272,PRT,Coimbra,PRT,A,ADM1,2740636,40.1925,-8.32963,Distrito de Coimbra,"[{'end': 679, 'start': 672}]",Coimbra
4,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Study site and landscape attributes,2910,True,mordecai,0.9317272,PRT,Coimbra,PRT,A,ADM1,2740636,40.1925,-8.32963,Distrito de Coimbra,"[{'end': 872, 'start': 865}]",Coimbra
5,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Study site and landscape attributes,2910,True,mordecai,0.94605434,BRA,NA,BRA,A,PCLI,3469034,-10,-55,Federative Republic of Brazil,"[{'end': 1029, 'start': 1023}]",Brazil
6,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Study site and landscape attributes,2910,True,mordecai,0.94605434,BRA,NA,BRA,A,PCLI,3469034,-10,-55,Federative Republic of Brazil,"[{'end': 1054, 'start': 1048}]",Brazil
7,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Study site and landscape attributes,2910,True,mordecai,0.94605434,BRA,NA,BRA,A,PCLI,3469034,-10,-55,Federative Republic of Brazil,"[{'end': 1147, 'start': 1141}]",Brazil
8,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Study site and landscape attributes,2910,True,mordecai,0.9317272,PRT,Coimbra,PRT,A,ADM1,2740636,40.1925,-8.32963,Distrito de Coimbra,"[{'end': 1443, 'start': 1436}]",Coimbra
0,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Tree species surveys and habitat classification,2397,True,mordecai,0.957188,PRT,Coimbra,PRT,A,ADM1,2740636,40.1925,-8.32963,Distrito de Coimbra,"[{'end': 277, 'start': 270}]",Coimbra
1,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Tree species surveys and habitat classification,2397,True,mordecai,0.957188,PRT,Coimbra,PRT,A,ADM1,2740636,40.1925,-8.32963,Distrito de Coimbra,"[{'end': 424, 'start': 417}]",Coimbra
2,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Tree species surveys and habitat classification,2397,True,mordecai,0.24821267,BRA,,,,,,,,,"[{'end': 548, 'start': 532}]",Northeast Brazil
3,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Tree species surveys and habitat classification,2397,True,mordecai,0.957188,PRT,Coimbra,PRT,A,ADM1,2740636,40.1925,-8.32963,Distrito de Coimbra,"[{'end': 702, 'start': 695}]",Coimbra
4,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Tree species surveys and habitat classification,2397,True,mordecai,0.957188,PRT,Coimbra,PRT,A,ADM1,2740636,40.1925,-8.32963,Distrito de Coimbra,"[{'end': 1727, 'start': 1720}]",Coimbra
5,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Tree species surveys and habitat classification,2397,True,mordecai,0.9048774,TUN,Banzart,TUN,P,PPL,2470996,37.16939,10.19064,Rhar el Melah,"[{'end': 2142, 'start': 2131}]",Pôrto et al
0,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Reproductive traits of tree species,3319,True,mordecai,0.9528109,ZAF,Western Cape,ZAF,L,AREA,11467929,-34.16667,18.375,Cape Floristic Region,"[{'end': 45, 'start': 36}]",Floristic
0,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Explanatory variables,1120,False,mordecai
0,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Functional diversity of reproductive traits,976,True,mordecai,0.96374094,IRL,Munster,IRL,P,PPL,3310247,52.70389,-8.86417,Shannon,"[{'end': 368, 'start': 361}]",Shannon
0,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Statistical analysis,2216,True,mordecai,0.957188,PRT,Coimbra,PRT,A,ADM1,2740636,40.1925,-8.32963,Distrito de Coimbra,"[{'end': 760, 'start': 753}]",Coimbra
0,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Results,15309,True,mordecai,0.94605434,BRA,NA,BRA,A,PCLI,3469034,-10,-55,Federative Republic of Brazil,"[{'end': 2348, 'start': 2342}]",Brazil
1,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Results,15309,True,mordecai,0.94605434,BRA,NA,BRA,A,PCLI,3469034,-10,-55,Federative Republic of Brazil,"[{'end': 2725, 'start': 2719}]",Brazil
2,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Results,15309,True,mordecai,0.2567933,BRA,,,,,,,,,"[{'end': 4567, 'start': 4547}]",Dioecious 27.95±7.94
3,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Results,15309,True,mordecai,0.77198565,MEX,Mexico City,MEX,P,PPLC,3530597,19.42847,-99.12766,Mexico City,"[{'end': 8788, 'start': 8783}]",d.f .
4,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Results,15309,True,mordecai,0.94605434,BRA,NA,BRA,A,PCLI,3469034,-10,-55,Federative Republic of Brazil,"[{'end': 9187, 'start': 9181}]",Brazil
5,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Results,15309,True,mordecai,0.94605434,BRA,NA,BRA,A,PCLI,3469034,-10,-55,Federative Republic of Brazil,"[{'end': 11978, 'start': 11972}]",Brazil
6,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Results,15309,True,mordecai,0.2567933,BRA,,,,,,,,,"[{'end': 12078, 'start': 12061}]",Fragments+control
7,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Results,15309,True,mordecai,0.94605434,BRA,NA,BRA,A,PCLI,3469034,-10,-55,Federative Republic of Brazil,"[{'end': 13926, 'start': 13920}]",Brazil
8,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Results,15309,True,mordecai,0.9342132,IRL,Munster,IRL,P,PPL,3310247,52.70389,-8.86417,Shannon,"[{'end': 14116, 'start': 14109}]",Shannon
9,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Results,15309,True,mordecai,0.9342132,IRL,Munster,IRL,P,PPL,3310247,52.70389,-8.86417,Shannon,"[{'end': 14439, 'start': 14432}]",Shannon
0,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Reproductive traits of tree species,10450,True,mordecai,0.9467072,BRA,NA,BRA,A,PCLI,3469034,-10,-55,Federative Republic of Brazil,"[{'end': 2340, 'start': 2334}]",Brazil
1,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Reproductive traits of tree species,10450,True,mordecai,0.9467072,BRA,NA,BRA,A,PCLI,3469034,-10,-55,Federative Republic of Brazil,"[{'end': 2717, 'start': 2711}]",Brazil
2,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Reproductive traits of tree species,10450,True,mordecai,0.253987,BRA,,,,,,,,,"[{'end': 4559, 'start': 4539}]",Dioecious 27.95±7.94
3,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Reproductive traits of tree species,10450,True,mordecai,0.7947153,MEX,Mexico City,MEX,P,PPLC,3530597,19.42847,-99.12766,Mexico City,"[{'end': 8780, 'start': 8775}]",d.f .
4,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Reproductive traits of tree species,10450,True,mordecai,0.9467072,BRA,NA,BRA,A,PCLI,3469034,-10,-55,Federative Republic of Brazil,"[{'end': 9179, 'start': 9173}]",Brazil
0,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Explanatory variables,1840,True,mordecai,0.9516948,BRA,NA,BRA,A,PCLI,3469034,-10,-55,Federative Republic of Brazil,"[{'end': 1519, 'start': 1513}]",Brazil
1,journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,body,Explanatory variables,1840,True,mordecai,0.23163748,BRA,,,,,,,,,"[{'end': 1619, 'start': 1602}]",Fragments+control
