xmlfile,doi,title,level,section_name,country_conf,country_predicted,start_char,end_char,latitude,longitude,resolved_placename,word_phrase,section_chars
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,{},Methodology/Principal Findings,,,,,,,,,1143
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,{},Conclusions/Significance,,,,,,,,,485
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,{'id': 's1'},Introduction,,,,,,,,,4583
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,"{'id': 's2', 'sec-type': 'methods'}",Methods,,,,,,,,,23269
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,"{'id': 's2', 'sec-type': 'methods'}",Methods,,,,,,,,,23269
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,"{'id': 's2', 'sec-type': 'methods'}",Methods,,,,,,,,,23269
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,"{'id': 's2', 'sec-type': 'methods'}",Methods,,,,,,,,,23269
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,"{'id': 's2', 'sec-type': 'methods'}",Methods,,,,,,,,,23269
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,"{'id': 's2', 'sec-type': 'methods'}",Methods,,,,,,,,,23269
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,"{'id': 's2', 'sec-type': 'methods'}",Methods,,,,,,,,,23269
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,"{'id': 's2', 'sec-type': 'methods'}",Methods,,,,,,,,,23269
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,"{'id': 's2', 'sec-type': 'methods'}",Methods,,,,,,,,,23269
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,"{'id': 's2', 'sec-type': 'methods'}",Methods,,,,,,,,,23269
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,"{'id': 's2', 'sec-type': 'methods'}",Methods,,,,,,,,,23269
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,"{'id': 's2', 'sec-type': 'methods'}",Methods,,,,,,,,,23269
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,"{'id': 's2', 'sec-type': 'methods'}",Methods,,,,,,,,,23269
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,"{'id': 's2', 'sec-type': 'methods'}",Methods,,,,,,,,,23269
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,"{'id': 's2', 'sec-type': 'methods'}",Methods,,,,,,,,,23269
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,"{'id': 's2', 'sec-type': 'methods'}",Methods,,,,,,,,,23269
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,"{'id': 's2', 'sec-type': 'methods'}",Methods,,,,,,,,,23269
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,"{'id': 's2', 'sec-type': 'methods'}",Methods,,,,,,,,,23269
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,"{'id': 's2', 'sec-type': 'methods'}",Methods,,,,,,,,,23269
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,"{'id': 's2', 'sec-type': 'methods'}",Methods,,,,,,,,,23269
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,"{'id': 's2', 'sec-type': 'methods'}",Methods,,,,,,,,,23269
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,"{'id': 's2', 'sec-type': 'methods'}",Methods,,,,,,,,,23269
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,"{'id': 's2', 'sec-type': 'methods'}",Methods,,,,,,,,,23269
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,"{'id': 's2', 'sec-type': 'methods'}",Methods,,,,,,,,,23269
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,"{'id': 's2', 'sec-type': 'methods'}",Methods,,,,,,,,,23269
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,"{'id': 's2', 'sec-type': 'methods'}",Methods,,,,,,,,,23269
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,"{'id': 's2', 'sec-type': 'methods'}",Methods,,,,,,,,,23269
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,"{'id': 's2', 'sec-type': 'methods'}",Methods,,,,,,,,,23269
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,"{'id': 's2', 'sec-type': 'methods'}",Methods,,,,,,,,,23269
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,"{'id': 's2', 'sec-type': 'methods'}",Methods,,,,,,,,,23269
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,"{'id': 's2', 'sec-type': 'methods'}",Methods,,,,,,,,,23269
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,"{'id': 's2', 'sec-type': 'methods'}",Methods,,,,,,,,,23269
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,"{'id': 's2', 'sec-type': 'methods'}",Methods,,,,,,,,,23269
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,"{'id': 's2', 'sec-type': 'methods'}",Methods,,,,,,,,,23269
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,"{'id': 's2', 'sec-type': 'methods'}",Methods,,,,,,,,,23269
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,"{'id': 's2', 'sec-type': 'methods'}",Methods,,,,,,,,,23269
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,"{'id': 's2', 'sec-type': 'methods'}",Methods,,,,,,,,,23269
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,"{'id': 's2', 'sec-type': 'methods'}",Methods,,,,,,,,,23269
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,"{'id': 's2', 'sec-type': 'methods'}",Methods,,,,,,,,,23269
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,"{'id': 's2', 'sec-type': 'methods'}",Methods,,,,,,,,,23269
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,"{'id': 's2', 'sec-type': 'methods'}",Methods,,,,,,,,,23269
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,"{'id': 's2', 'sec-type': 'methods'}",Methods,,,,,,,,,23269
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,"{'id': 's2', 'sec-type': 'methods'}",Methods,,,,,,,,,23269
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,"{'id': 's2', 'sec-type': 'methods'}",Methods,,,,,,,,,23269
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,"{'id': 's2', 'sec-type': 'methods'}",Methods,,,,,,,,,23269
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,"{'id': 's2', 'sec-type': 'methods'}",Methods,,,,,,,,,23269
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,"{'id': 's2', 'sec-type': 'methods'}",Methods,,,,,,,,,23269
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,"{'id': 's2', 'sec-type': 'methods'}",Methods,,,,,,,,,23269
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,"{'id': 's2', 'sec-type': 'methods'}",Methods,,,,,,,,,23269
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,"{'id': 's2', 'sec-type': 'methods'}",Methods,,,,,,,,,23269
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,"{'id': 's2', 'sec-type': 'methods'}",Methods,,,,,,,,,23269
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,"{'id': 's2', 'sec-type': 'methods'}",Methods,,,,,,,,,23269
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,"{'id': 's2', 'sec-type': 'methods'}",Methods,,,,,,,,,23269
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,"{'id': 's2', 'sec-type': 'methods'}",Methods,,,,,,,,,23269
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,{'id': 's2a'},Study Site,,,,,,,,,4263
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,{'id': 's2a'},Study Site,,,,,,,,,4263
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,{'id': 's2a'},Study Site,,,,,,,,,4263
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,{'id': 's2a'},Study Site,,,,,,,,,4263
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,{'id': 's2a'},Study Site,,,,,,,,,4263
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,{'id': 's2a'},Study Site,,,,,,,,,4263
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,{'id': 's2a'},Study Site,,,,,,,,,4263
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,{'id': 's2a'},Study Site,,,,,,,,,4263
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,{'id': 's2a'},Study Site,,,,,,,,,4263
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,{'id': 's2a'},Study Site,,,,,,,,,4263
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,{'id': 's2a'},Study Site,,,,,,,,,4263
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,{'id': 's2a'},Study Site,,,,,,,,,4263
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,{'id': 's2a'},Study Site,,,,,,,,,4263
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,{'id': 's2a'},Study Site,,,,,,,,,4263
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,{'id': 's2a'},Study Site,,,,,,,,,4263
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,{'id': 's2a'},Study Site,,,,,,,,,4263
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,{'id': 's2a'},Study Site,,,,,,,,,4263
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,{'id': 's2a'},Study Site,,,,,,,,,4263
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,{'id': 's2a'},Study Site,,,,,,,,,4263
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,{'id': 's2b'},Green Roof System,,,,,,,,,1167
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,{'id': 's2b'},Green Roof System,,,,,,,,,1167
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,{'id': 's2b'},Green Roof System,,,,,,,,,1167
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,{'id': 's2b'},Green Roof System,,,,,,,,,1167
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,{'id': 's2b'},Green Roof System,,,,,,,,,1167
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,{'id': 's2b'},Green Roof System,,,,,,,,,1167
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,{'id': 's2b'},Green Roof System,,,,,,,,,1167
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,{'id': 's2b'},Green Roof System,,,,,,,,,1167
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,{'id': 's2b'},Green Roof System,,,,,,,,,1167
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,{'id': 's2b'},Green Roof System,,,,,,,,,1167
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,{'id': 's2b'},Green Roof System,,,,,,,,,1167
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,{'id': 's2b'},Green Roof System,,,,,,,,,1167
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,{'id': 's2b'},Green Roof System,,,,,,,,,1167
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,{'id': 's2b'},Green Roof System,,,,,,,,,1167
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,{'id': 's2b'},Green Roof System,,,,,,,,,1167
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,{'id': 's2b'},Green Roof System,,,,,,,,,1167
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,{'id': 's2c'},Plant Material,,,,,,,,,7368
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,{'id': 's2c'},Plant Material,,,,,,,,,7368
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,{'id': 's2c'},Plant Material,,,,,,,,,7368
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,{'id': 's2c'},Plant Material,,,,,,,,,7368
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,{'id': 's2c'},Plant Material,,,,,,,,,7368
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,{'id': 's2c'},Plant Material,,,,,,,,,7368
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,{'id': 's2c'},Plant Material,,,,,,,,,7368
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,{'id': 's2d'},Experimental Design,,,,,,,,,2182
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,{'id': 's2e'},Measurement of Green Roof Ecosystem Services and Properties,,,,,,,,,5369
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,{'id': 's2e'},Measurement of Green Roof Ecosystem Services and Properties,,,,,,,,,5369
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,{'id': 's2e'},Measurement of Green Roof Ecosystem Services and Properties,,,,,,,,,5369
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,{'id': 's2e'},Measurement of Green Roof Ecosystem Services and Properties,,,,,,,,,5369
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,{'id': 's2e'},Measurement of Green Roof Ecosystem Services and Properties,,,,,,,,,5369
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,{'id': 's2e'},Measurement of Green Roof Ecosystem Services and Properties,,,,,,,,,5369
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,{'id': 's2e'},Measurement of Green Roof Ecosystem Services and Properties,,,,,,,,,5369
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,{'id': 's2e'},Measurement of Green Roof Ecosystem Services and Properties,,,,,,,,,5369
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,{'id': 's2e'},Measurement of Green Roof Ecosystem Services and Properties,,,,,,,,,5369
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,{'id': 's2e'},Measurement of Green Roof Ecosystem Services and Properties,,,,,,,,,5369
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,{'id': 's2e'},Measurement of Green Roof Ecosystem Services and Properties,,,,,,,,,5369
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,{'id': 's2e'},Measurement of Green Roof Ecosystem Services and Properties,,,,,,,,,5369
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,{'id': 's2e'},Measurement of Green Roof Ecosystem Services and Properties,,,,,,,,,5369
journal.pone.0009677.xml,10.1371/journal.pone.0009677,Plant Species and Functional Group Combinations Affect Green Roof Ecosystem Functions,{'id': 's2f'},Statistical Analyses,,,,,,,,,2907
