doi,publisher_name,publisher_abbreviation,citation,title,publish_year,first_author,authors_list,volume_issue_pages,volume,issue,start_page,end_page,keywords_list,no_keywords_list,abstract,no_abstract,url
"
      10.1371/journal.pone.0045334
     ",,,"
         Landman
        , 
         Marietjie
        , 
         Schoeman
        , 
         David S.
        , 
         Hall-Martin
        , 
         Anthony J.
        , 
         Kerley
        , 
         Graham I. H.
        , 
         Hayward
        , 
         Matt
        . 
       2012
      . 
       Understanding Long-Term Variations in an Elephant Piosphere Effect to Manage Impacts
      . . ","
       Understanding Long-Term Variations in an Elephant Piosphere Effect to Manage Impacts
      ","
       2012
      ","
         Landman
        , 
         Marietjie
        ","
         Landman
        , 
         Marietjie
        , 
         Schoeman
        , 
         David S.
        , 
         Hall-Martin
        , 
         Anthony J.
        , 
         Kerley
        , 
         Graham I. H.
        , 
         Hayward
        , 
         Matt
        ","
      7
     (
      9
     ):
      e45334
     ","
      7
     ","
      9
     ","
      e45334
     ",,,False,"
Surface water availability is a key driver of elephant impacts on biological diversity. Thus, understanding the spatio-temporal variations of these impacts in relation to water is critical to their management. However, elephant piosphere effects (i.e. the radial pattern of attenuating impact) are poorly described, with few long-term quantitative studies. Our understanding is further confounded by the complexity of systems with elephant (i.e. fenced, multiple water points, seasonal water availability, varying population densities) that likely limit the use of conceptual models to predict these impacts. Using 31 years of data on shrub structure in the succulent thickets of the Addo Elephant National Park, South Africa, we tested elephant effects at a single water point. Shrub structure showed a clear sigmoid response with distance from water, declining at both the upper and lower limits of sampling. Adjacent to water, this decline caused a roughly 300-m radial expansion of the grass-dominated habitats that replace shrub communities. Despite the clear relationship between shrub structure and ecological functioning in thicket, the extent of elephant effects varied between these features with distance from water. Moreover, these patterns co-varied with other confounding variables (e.g. the location of neighboring water points), which limits our ability to predict such effects in the absence of long-term data. We predict that elephant have the ability to cause severe transformation in succulent thicket habitats with abundant water supply and elevated elephant numbers. However, these piosphere effects are complex, suggesting that a more integrated understanding of elephant impacts on ecological heterogeneity may be required before water availability is used as a tool to manage impacts. We caution against the establishment of water points in novel succulent thicket habitats, and advocate a significant reduction in water provisioning at our study site, albeit with greater impacts at each water point.
",False,
"
      10.1371/journal.pone.0047192
     ",,,"
         Kessler
        , 
         Michael
        , 
         Hertel
        , 
         Dietrich
        , 
         Jungkunst
        , 
         Hermann F.
        , 
         Kluge
        , 
         Jürgen
        , 
         Abrahamczyk
        , 
         Stefan
        , 
         Bos
        , 
         Merijn
        , 
         Buchori
        , 
         Damayanti
        , 
         Gerold
        , 
         Gerhard
        , 
         Gradstein
        , 
         S. Robbert
        , 
         Köhler
        , 
         Stefan
        , 
         Leuschner
        , 
         Christoph
        , 
         Moser
        , 
         Gerald
        , 
         Pitopang
        , 
         Ramadhanil
        , 
         Saleh
        , 
         Shahabuddin
        , 
         Schulze
        , 
         Christian H.
        , 
         Sporn
        , 
         Simone G.
        , 
         Steffan-Dewenter
        , 
         Ingolf
        , 
         Tjitrosoedirdjo
        , 
         Sri S.
        , 
         Tscharntke
        , 
         Teja
        , 
         Bond-Lamberty
        , 
         Ben
        . 
       2012
      . 
       Can Joint Carbon and Biodiversity Management in Tropical Agroforestry Landscapes Be Optimized?
      . . ","
       Can Joint Carbon and Biodiversity Management in Tropical Agroforestry Landscapes Be Optimized?
      ","
       2012
      ","
         Kessler
        , 
         Michael
        ","
         Kessler
        , 
         Michael
        , 
         Hertel
        , 
         Dietrich
        , 
         Jungkunst
        , 
         Hermann F.
        , 
         Kluge
        , 
         Jürgen
        , 
         Abrahamczyk
        , 
         Stefan
        , 
         Bos
        , 
         Merijn
        , 
         Buchori
        , 
         Damayanti
        , 
         Gerold
        , 
         Gerhard
        , 
         Gradstein
        , 
         S. Robbert
        , 
         Köhler
        , 
         Stefan
        , 
         Leuschner
        , 
         Christoph
        , 
         Moser
        , 
         Gerald
        , 
         Pitopang
        , 
         Ramadhanil
        , 
         Saleh
        , 
         Shahabuddin
        , 
         Schulze
        , 
         Christian H.
        , 
         Sporn
        , 
         Simone G.
        , 
         Steffan-Dewenter
        , 
         Ingolf
        , 
         Tjitrosoedirdjo
        , 
         Sri S.
        , 
         Tscharntke
        , 
         Teja
        , 
         Bond-Lamberty
        , 
         Ben
        ","
      7
     (
      10
     ):
      e47192
     ","
      7
     ","
      10
     ","
      e47192
     ",,,False,"
Managing ecosystems for carbon storage may also benefit biodiversity conservation, but such a potential ‘win-win’ scenario has not yet been assessed for tropical agroforestry landscapes. We measured above- and below-ground carbon stocks as well as the species richness of four groups of plants and eight of animals on 14 representative plots in Sulawesi, Indonesia, ranging from natural rainforest to cacao agroforests that have replaced former natural forest. The conversion of natural forests with carbon stocks of 227–362 Mg C ha−1 to agroforests with 82–211 Mg C ha−1 showed no relationships to overall biodiversity but led to a significant loss of forest-related species richness. We conclude that the conservation of the forest-related biodiversity, and to a lesser degree of carbon stocks, mainly depends on the preservation of natural forest habitats. In the three most carbon-rich agroforestry systems, carbon stocks were about 60% of those of natural forest, suggesting that 1.6 ha of optimally managed agroforest can contribute to the conservation of carbon stocks as much as 1 ha of natural forest. However, agroforestry systems had comparatively low biodiversity, and we found no evidence for a tight link between carbon storage and biodiversity. Yet, potential win-win agroforestry management solutions include combining high shade-tree quality which favours biodiversity with cacao-yield adapted shade levels.
",False,
"
      10.1371/journal.pone.0049024
     ","
       PLoS ONE
      ",,"
         Zhang
        , 
         Hui
        , 
         John
        , 
         Robert
        , 
         Peng
        , 
         Zechen
        , 
         Yuan
        , 
         Jianli
        , 
         Chu
        , 
         Chengjin
        , 
         Du
        , 
         Guozhen
        , 
         Zhou
        , 
         Shurong
        , 
         Cahill
        , 
         James F.
        . 
       2012
      . 
       The Relationship between Species Richness and Evenness in Plant Communities along a Successional Gradient: A Study from Sub-Alpine Meadows of the Eastern Qinghai-Tibetan Plateau, China
      . 
       PLoS ONE
      . ","
       The Relationship between Species Richness and Evenness in Plant Communities along a Successional Gradient: A Study from Sub-Alpine Meadows of the Eastern Qinghai-Tibetan Plateau, China
      ","
       2012
      ","
         Zhang
        , 
         Hui
        ","
         Zhang
        , 
         Hui
        , 
         John
        , 
         Robert
        , 
         Peng
        , 
         Zechen
        , 
         Yuan
        , 
         Jianli
        , 
         Chu
        , 
         Chengjin
        , 
         Du
        , 
         Guozhen
        , 
         Zhou
        , 
         Shurong
        , 
         Cahill
        , 
         James F.
        ","
      7
     (
      11
     ):
      e49024
     ","
      7
     ","
      11
     ","
      e49024
     ",,,False,"
The relationship between species richness and evenness across communities remains an unsettled issue in ecology from both theoretical and empirical perspectives. As a result, we do not know the mechanisms that could generate a relationship between species richness and evenness, and how this responds to spatial scale. Here we examine the relationship between species richness(S) and evenness (Pielou’s J′ evenness) using a chronosequence of successional sub-alpine meadow communities in the eastern Qinghai-Tibetan Plateau. These meadows range from natural community (never farmed), to those that have been protected from agricultural exploitation for periods ranging from 1 to 10 years. A total of 30 sampling quadrats with size of 0.5 m×0.5 m were laid out along two transects at each meadow. Using correlation analyses we found a consistent negative correlation between S and J′ in these communities along the successional gradient at the sampling scale of 0.5 m×0.5 m. We also explored the relationship between S and J′ at different sampling scales (from 0.5 m×0.5 m to10 m×10 m) using properly measured ramet-mapped data of a10 m×10 m quadrat in the natural community. We found that S was negatively corrected with J′ at the scales of 0.5 m×0.5 m to 2 m×2 m, but such a relationships disappeared at relative larger scales (≥2 m×4 m). When fitting different species abundance models combined with trait-specific methods, we found that niche preemption may be the determining mechanism of species evenness along the succession gradient. Considering all results together, we can conclude that such niche differentiation and spatial scale effects may help to explain the maintenance of high species richness in sub-alpine meadow communities.
",False,
"
      10.1371/journal.pone.0049618
     ","
       PLoS ONE
      ",,"
         Geißler
        , 
         Christian
        , 
         Nadrowski
        , 
         Karin
        , 
         Kühn
        , 
         Peter
        , 
         Baruffol
        , 
         Martin
        , 
         Bruelheide
        , 
         Helge
        , 
         Schmid
        , 
         Bernhard
        , 
         Scholten
        , 
         Thomas
        , 
         Bohrer
        , 
         Gil
        . 
       2013
      . 
       Kinetic Energy of Throughfall in Subtropical Forests of SE China – Effects of Tree Canopy Structure, Functional Traits, and Biodiversity
      . 
       PLoS ONE
      . ","
       Kinetic Energy of Throughfall in Subtropical Forests of SE China – Effects of Tree Canopy Structure, Functional Traits, and Biodiversity
      ","
       2013
      ","
         Geißler
        , 
         Christian
        ","
         Geißler
        , 
         Christian
        , 
         Nadrowski
        , 
         Karin
        , 
         Kühn
        , 
         Peter
        , 
         Baruffol
        , 
         Martin
        , 
         Bruelheide
        , 
         Helge
        , 
         Schmid
        , 
         Bernhard
        , 
         Scholten
        , 
         Thomas
        , 
         Bohrer
        , 
         Gil
        ","
      8
     (
      2
     ):
      e49618
     ","
      8
     ","
      2
     ","
      e49618
     ",,,False,"
Throughfall kinetic energy (TKE) plays an important role in soil erosion in forests. We studied TKE as a function of biodiversity, functional diversity as well as structural stand variables in a secondary subtropical broad-leaved forest in the Gutianshan National Nature Reserve (GNNR) in south-east China, a biodiversity hotspot in the northern hemisphere with more than 250 woody species present. Using a mixed model approach we could identify significant effects of all these variables on TKE: TKE increased with rarefied tree species richness and decreased with increasing proportion of needle-leaved species and increasing leaf area index (LAI). Furthermore, for average rainfall amounts TKE was decreasing with tree canopy height whereas for high rainfall amounts this was not the case. The spatial pattern of throughfall was stable across several rain events. The temporal variation of TKE decreased with rainfall intensity and increased with tree diversity. Our results show that more diverse forest stands over the season have to cope with higher cumulative raindrop energy than less diverse stands. However, the kinetic energy (KE) of one single raindrop is less predictable in diverse stands since the variability in KE is higher. This paper is the first to contribute to the understanding of the ecosystem function of soil erosion prevention in diverse subtropical forests.
",False,
"
      10.1371/journal.pone.0049795
     ","
       PLoS ONE
      ",,"
         Van Colen
        , 
         Carl
        , 
         Rossi
        , 
         Francesca
        , 
         Montserrat
        , 
         Francesc
        , 
         Andersson
        , 
         Maria G. I.
        , 
         Gribsholt
        , 
         Britta
        , 
         Herman
        , 
         Peter M. J.
        , 
         Degraer
        , 
         Steven
        , 
         Vincx
        , 
         Magda
        , 
         Ysebaert
        , 
         Tom
        , 
         Middelburg
        , 
         Jack J.
        , 
         Browman
        , 
         Howard
        . 
       2012
      . 
       Organism-Sediment Interactions Govern Post-Hypoxia Recovery of Ecosystem Functioning
      . 
       PLoS ONE
      . ","
       Organism-Sediment Interactions Govern Post-Hypoxia Recovery of Ecosystem Functioning
      ","
       2012
      ","
         Van Colen
        , 
         Carl
        ","
         Van Colen
        , 
         Carl
        , 
         Rossi
        , 
         Francesca
        , 
         Montserrat
        , 
         Francesc
        , 
         Andersson
        , 
         Maria G. I.
        , 
         Gribsholt
        , 
         Britta
        , 
         Herman
        , 
         Peter M. J.
        , 
         Degraer
        , 
         Steven
        , 
         Vincx
        , 
         Magda
        , 
         Ysebaert
        , 
         Tom
        , 
         Middelburg
        , 
         Jack J.
        , 
         Browman
        , 
         Howard
        ","
      7
     (
      11
     ):
      e49795
     ","
      7
     ","
      11
     ","
      e49795
     ",,,False,"
Hypoxia represents one of the major causes of biodiversity and ecosystem functioning loss for coastal waters. Since eutrophication-induced hypoxic events are becoming increasingly frequent and intense, understanding the response of ecosystems to hypoxia is of primary importance to understand and predict the stability of ecosystem functioning. Such ecological stability may greatly depend on the recovery patterns of communities and the return time of the system properties associated to these patterns. Here, we have examined how the reassembly of a benthic community contributed to the recovery of ecosystem functioning following experimentally-induced hypoxia in a tidal flat. We demonstrate that organism-sediment interactions that depend on organism size and relate to mobility traits and sediment reworking capacities are generally more important than recovering species richness to set the return time of the measured sediment processes and properties. Specifically, increasing macrofauna bioturbation potential during community reassembly significantly contributed to the recovery of sediment processes and properties such as denitrification, bedload sediment transport, primary production and deep pore water ammonium concentration. Such bioturbation potential was due to the replacement of the small-sized organisms that recolonised at early stages by large-sized bioturbating organisms, which had a disproportionately stronger influence on sediment. This study suggests that the complete recovery of organism-sediment interactions is a necessary condition for ecosystem functioning recovery, and that such process requires long periods after disturbance due to the slow growth of juveniles into adult stages involved in these interactions. Consequently, repeated episodes of disturbance at intervals smaller than the time needed for the system to fully recover organism-sediment interactions may greatly impair the resilience of ecosystem functioning.
",False,
"
      10.1371/journal.pone.0052071
     ","
       PLoS ONE
      ",,"
         Hou
        , 
         Enqing
        , 
         Chen
        , 
         Chengrong
        , 
         McGroddy
        , 
         Megan E.
        , 
         Wen
        , 
         Dazhi
        , 
         de Oliveira Azevedo
        , 
         Sandra Maria Feliciano
        . 
       2012
      . 
       Nutrient Limitation on Ecosystem Productivity and Processes of Mature and Old-Growth Subtropical Forests in China
      . 
       PLoS ONE
      . ","
       Nutrient Limitation on Ecosystem Productivity and Processes of Mature and Old-Growth Subtropical Forests in China
      ","
       2012
      ","
         Hou
        , 
         Enqing
        ","
         Hou
        , 
         Enqing
        , 
         Chen
        , 
         Chengrong
        , 
         McGroddy
        , 
         Megan E.
        , 
         Wen
        , 
         Dazhi
        , 
         de Oliveira Azevedo
        , 
         Sandra Maria Feliciano
        ","
      7
     (
      12
     ):
      e52071
     ","
      7
     ","
      12
     ","
      e52071
     ",,,False,"
Nitrogen (N) is considered the dominant limiting nutrient in temperate regions, while phosphorus (P) limitation frequently occurs in tropical regions, but in subtropical regions nutrient limitation is poorly understood. In this study, we investigated N and P contents and N:P ratios of foliage, forest floors, fine roots and mineral soils, and their relationships with community biomass, litterfall C, N and P productions, forest floor turnover rate, and microbial processes in eight mature and old-growth subtropical forests (stand age >80 yr) at Dinghushan Biosphere Reserve, China. Average N:P ratios (mass based) in foliage, litter (L) layer and mixture of fermentation and humus (F/H) layer, and fine roots were 28.3, 42.3, 32.0 and 32.7, respectively. These values are higher than the critical N:P ratios for P limitation proposed (16–20 for foliage, ca. 25 for forest floors). The markedly high N:P ratios were mainly attributed to the high N concentrations of these plant materials. Community biomass, litterfall C, N and P productions, forest floor turnover rate and microbial properties were more strongly related to measures of P than N and frequently negatively related to the N:P ratios, suggesting a significant role of P availability in determining ecosystem production and productivity and nutrient cycling at all the study sites except for one prescribed disturbed site where N availability may also be important. We propose that N enrichment is probably a significant driver of the potential P limitation in the study area. Low P parent material may also contribute to the potential P limitation. In general, our results provided strong evidence supporting a significant role for P availability, rather than N availability, in determining ecosystem primary productivity and ecosystem processes in subtropical forests of China.
",False,
"
      10.1371/journal.pone.0053009
     ","
       PLoS ONE
      ",,"
         Villa-Galaviz
        , 
         Edith
        , 
         Boege
        , 
         Karina
        , 
         del-Val
        , 
         Ek
        , 
         Thrush
        , 
         Simon
        . 
       2012
      . 
       Resilience in Plant-Herbivore Networks during Secondary Succession
      . 
       PLoS ONE
      . ","
       Resilience in Plant-Herbivore Networks during Secondary Succession
      ","
       2012
      ","
         Villa-Galaviz
        , 
         Edith
        ","
         Villa-Galaviz
        , 
         Edith
        , 
         Boege
        , 
         Karina
        , 
         del-Val
        , 
         Ek
        , 
         Thrush
        , 
         Simon
        ","
      7
     (
      12
     ):
      e53009
     ","
      7
     ","
      12
     ","
      e53009
     ",,,False,"
Extensive land-use change in the tropics has produced a mosaic of successional forests within an agricultural and cattle-pasture matrix. Post-disturbance biodiversity assessments have found that regeneration speed depends upon propagule availability and the intensity and duration of disturbance. However, reestablishment of species interactions is still poorly understood and this limits our understanding of the anthropogenic impacts upon ecosystem resilience. This is the first investigation that evaluates plant-herbivore interaction networks during secondary succession. In particular we investigated succession in a Mexican tropical dry forest using data of caterpillar associations with plants during 2007–2010. Plant-herbivore networks showed high resilience. We found no differences in most network descriptors between secondary and mature forest and only recently abandoned fields were found to be different. No significant nestedness or modularity network structure was found. Plant-herbivore network properties appear to quickly reestablish after perturbation, despite differences in species richness and composition. This study provides some valuable guidelines for the implement of restoration efforts that can enhance ecological processes such as the interaction between plants and their herbivores.
",False,
"
      10.1371/journal.pone.0059356
     ","
       PLoS ONE
      ",,"
         Gould
        , 
         Rachelle K.
        , 
         Pejchar
        , 
         Liba
        , 
         Bothwell
        , 
         Sara G.
        , 
         Brosi
        , 
         Berry
        , 
         Wolny
        , 
         Stacie
        , 
         Mendenhall
        , 
         Chase D.
        , 
         Daily
        , 
         Gretchen
        , 
         Chen
        , 
         Han Y.H.
        . 
       2013
      . 
       Forest Restoration and Parasitoid Wasp Communities in Montane Hawai’i
      . 
       PLoS ONE
      . ","
       Forest Restoration and Parasitoid Wasp Communities in Montane Hawai’i
      ","
       2013
      ","
         Gould
        , 
         Rachelle K.
        ","
         Gould
        , 
         Rachelle K.
        , 
         Pejchar
        , 
         Liba
        , 
         Bothwell
        , 
         Sara G.
        , 
         Brosi
        , 
         Berry
        , 
         Wolny
        , 
         Stacie
        , 
         Mendenhall
        , 
         Chase D.
        , 
         Daily
        , 
         Gretchen
        , 
         Chen
        , 
         Han Y.H.
        ","
      8
     (
      3
     ):
      e59356
     ","
      8
     ","
      3
     ","
      e59356
     ",,,False,"
Globally, most restoration efforts focus on re-creating the physical structure (flora or physical features) of a target ecosystem with the assumption that other ecosystem components will follow. Here we investigate that assumption by documenting biogeographical patterns in an important invertebrate taxon, the parasitoid wasp family Ichneumonidae, in a recently reforested Hawaiian landscape. Specifically, we test the influence of (1) planting configurations (corridors versus patches), (2) vegetation age, (3) distance from mature native forest, (4) surrounding tree cover, and (5) plant community composition on ichneumonid richness, abundance, and composition. We sampled over 7,000 wasps, 96.5% of which were not native to Hawai’i. We found greater relative richness and abundance of ichneumonids, and substantially different communities, in restored areas compared to mature forest and abandoned pasturelands. Non-native ichneumonids drive these differences; restored areas and native forest did not differ in native ichneumonid abundance. Among restored areas, ichneumonid communities did not differ by planting age or configuration. As tree cover increased within 120 m of a sampling point, ichneumonid community composition increasingly resembled that found in native forest. Similarly, native ichneumonid abundance increased with proximity to native forest. Our results suggest that restoration plantings, if situated near target forest ecosystems and in areas with higher local tree cover, can facilitate restoration of native fauna even in a highly invaded system.
",False,
"
      10.1371/journal.pone.0060756
     ","
       PLoS ONE
      ",,"
         Woodcock
        , 
         Paul
        , 
         Edwards
        , 
         David P.
        , 
         Newton
        , 
         Rob J.
        , 
         Vun Khen
        , 
         Chey
        , 
         Bottrell
        , 
         Simon H.
        , 
         Hamer
        , 
         Keith C.
        , 
         Smith
        , 
         M. Alex
        . 
       2013
      . 
       Impacts of Intensive Logging on the Trophic Organisation of Ant Communities in a Biodiversity Hotspot
      . 
       PLoS ONE
      . ","
       Impacts of Intensive Logging on the Trophic Organisation of Ant Communities in a Biodiversity Hotspot
      ","
       2013
      ","
         Woodcock
        , 
         Paul
        ","
         Woodcock
        , 
         Paul
        , 
         Edwards
        , 
         David P.
        , 
         Newton
        , 
         Rob J.
        , 
         Vun Khen
        , 
         Chey
        , 
         Bottrell
        , 
         Simon H.
        , 
         Hamer
        , 
         Keith C.
        , 
         Smith
        , 
         M. Alex
        ","
      8
     (
      4
     ):
      e60756
     ","
      8
     ","
      4
     ","
      e60756
     ",,,False,"
Trophic organisation defines the flow of energy through ecosystems and is a key component of community structure. Widespread and intensifying anthropogenic disturbance threatens to disrupt trophic organisation by altering species composition and relative abundances and by driving shifts in the trophic ecology of species that persist in disturbed ecosystems. We examined how intensive disturbance caused by selective logging affects trophic organisation in the biodiversity hotspot of Sabah, Borneo. Using stable nitrogen isotopes, we quantified the positions in the food web of 159 leaf-litter ant species in unlogged and logged rainforest and tested four predictions: (i) there is a negative relationship between the trophic position of a species in unlogged forest and its change in abundance following logging, (ii) the trophic positions of species are altered by logging, (iii) disturbance alters the frequency distribution of trophic positions within the ant assemblage, and (iv) disturbance reduces food chain length. We found that ant abundance was 30% lower in logged forest than in unlogged forest but changes in abundance of individual species were not related to trophic position, providing no support for prediction (i). However, trophic positions of individual species were significantly higher in logged forest, supporting prediction (ii). Consequently, the frequency distribution of trophic positions differed significantly between unlogged and logged forest, supporting prediction (iii), and food chains were 0.2 trophic levels 
       
        longer
        in logged forest, the opposite of prediction (iv). Our results demonstrate that disturbance can alter trophic organisation even without trophically-biased changes in community composition. Nonetheless, the absence of any reduction in food chain length in logged forest suggests that species-rich arthropod food webs do not experience trophic downgrading or a related collapse in trophic organisation despite the disturbance caused by logging. These food webs appear able to bend without breaking in the face of some forms of anthropogenic disturbance.
",False,
"
      10.1371/journal.pone.0066238
     ","
       PLoS ONE
      ",,"
         Crowe
        , 
         Tasman P.
        , 
         Cusson
        , 
         Mathieu
        , 
         Bulleri
        , 
         Fabio
        , 
         Davoult
        , 
         Dominique
        , 
         Arenas
        , 
         Francisco
        , 
         Aspden
        , 
         Rebecca
        , 
         Benedetti-Cecchi
        , 
         Lisandro
        , 
         Bevilacqua
        , 
         Stanislao
        , 
         Davidson
        , 
         Irvine
        , 
         Defew
        , 
         Emma
        , 
         Fraschetti
        , 
         Simonetta
        , 
         Golléty
        , 
         Claire
        , 
         Griffin
        , 
         John N.
        , 
         Herkül
        , 
         Kristjan
        , 
         Kotta
        , 
         Jonne
        , 
         Migné
        , 
         Aline
        , 
         Molis
        , 
         Markus
        , 
         Nicol
        , 
         Sophie K.
        , 
         Noël
        , 
         Laure M-L J.
        , 
         Pinto
        , 
         Isabel Sousa
        , 
         Valdivia
        , 
         Nelson
        , 
         Vaselli
        , 
         Stefano
        , 
         Jenkins
        , 
         Stuart R.
        , 
         O’Connor
        , 
         Mary
        . 
       2013
      . 
       Large-Scale Variation in Combined Impacts of Canopy Loss and Disturbance on Community Structure and Ecosystem Functioning
      . 
       PLoS ONE
      . ","
       Large-Scale Variation in Combined Impacts of Canopy Loss and Disturbance on Community Structure and Ecosystem Functioning
      ","
       2013
      ","
         Crowe
        , 
         Tasman P.
        ","
         Crowe
        , 
         Tasman P.
        , 
         Cusson
        , 
         Mathieu
        , 
         Bulleri
        , 
         Fabio
        , 
         Davoult
        , 
         Dominique
        , 
         Arenas
        , 
         Francisco
        , 
         Aspden
        , 
         Rebecca
        , 
         Benedetti-Cecchi
        , 
         Lisandro
        , 
         Bevilacqua
        , 
         Stanislao
        , 
         Davidson
        , 
         Irvine
        , 
         Defew
        , 
         Emma
        , 
         Fraschetti
        , 
         Simonetta
        , 
         Golléty
        , 
         Claire
        , 
         Griffin
        , 
         John N.
        , 
         Herkül
        , 
         Kristjan
        , 
         Kotta
        , 
         Jonne
        , 
         Migné
        , 
         Aline
        , 
         Molis
        , 
         Markus
        , 
         Nicol
        , 
         Sophie K.
        , 
         Noël
        , 
         Laure M-L J.
        , 
         Pinto
        , 
         Isabel Sousa
        , 
         Valdivia
        , 
         Nelson
        , 
         Vaselli
        , 
         Stefano
        , 
         Jenkins
        , 
         Stuart R.
        , 
         O’Connor
        , 
         Mary
        ","
      8
     (
      6
     ):
      e66238
     ","
      8
     ","
      6
     ","
      e66238
     ",,,False,"
Ecosystems are under pressure from multiple human disturbances whose impact may vary depending on environmental context. We experimentally evaluated variation in the separate and combined effects of the loss of a key functional group (canopy algae) and physical disturbance on rocky shore ecosystems at nine locations across Europe. Multivariate community structure was initially affected (during the first three to six months) at six locations but after 18 months, effects were apparent at only three. Loss of canopy caused increases in cover of non-canopy algae in the three locations in southern Europe and decreases in some northern locations. Measures of ecosystem functioning (community respiration, gross primary productivity, net primary productivity) were affected by loss of canopy at five of the six locations for which data were available. Short-term effects on community respiration were widespread, but effects were rare after 18 months. Functional changes corresponded with changes in community structure and/or species richness at most locations and times sampled, but no single aspect of biodiversity was an effective predictor of longer-term functional changes. Most ecosystems studied were able to compensate in functional terms for impacts caused by indiscriminate physical disturbance. The only consistent effect of disturbance was to increase cover of non-canopy species. Loss of canopy algae temporarily reduced community resistance to disturbance at only two locations and at two locations actually increased resistance. Resistance to disturbance-induced changes in gross primary productivity was reduced by loss of canopy algae at four locations. Location-specific variation in the effects of the same stressors argues for flexible frameworks for the management of marine environments. These results also highlight the need to analyse how species loss and other stressors combine and interact in different environmental contexts.
",False,
"
      10.1371/journal.pone.0066650
     ","
       PLoS ONE
      ",,"
         Rossi
        , 
         Francesca
        , 
         Gribsholt
        , 
         Britta
        , 
         Gazeau
        , 
         Frederic
        , 
         Di Santo
        , 
         Valentina
        , 
         Middelburg
        , 
         Jack J.
        , 
         Davies
        , 
         Andrew
        . 
       2013
      . 
       Complex Effects of Ecosystem Engineer Loss on Benthic Ecosystem Response to Detrital Macroalgae
      . 
       PLoS ONE
      . ","
       Complex Effects of Ecosystem Engineer Loss on Benthic Ecosystem Response to Detrital Macroalgae
      ","
       2013
      ","
         Rossi
        , 
         Francesca
        ","
         Rossi
        , 
         Francesca
        , 
         Gribsholt
        , 
         Britta
        , 
         Gazeau
        , 
         Frederic
        , 
         Di Santo
        , 
         Valentina
        , 
         Middelburg
        , 
         Jack J.
        , 
         Davies
        , 
         Andrew
        ","
      8
     (
      6
     ):
      e66650
     ","
      8
     ","
      6
     ","
      e66650
     ",,,False,"
Ecosystem engineers change abiotic conditions, community assembly and ecosystem functioning. Consequently, their loss may modify thresholds of ecosystem response to disturbance and undermine ecosystem stability. This study investigates how loss of the bioturbating lugworm 
       
        Arenicola marina
        modifies the response to macroalgal detrital enrichment of sediment biogeochemical properties, microphytobenthos and macrofauna assemblages. A field manipulative experiment was done on an intertidal sandflat (Oosterschelde estuary, The Netherlands). Lugworms were deliberately excluded from 1× m sediment plots and different amounts of detrital 
       
        Ulva
        (0, 200 or 600 g Wet Weight) were added twice. Sediment biogeochemistry changes were evaluated through benthic respiration, sediment organic carbon content and porewater inorganic carbon as well as detrital macroalgae remaining in the sediment one month after enrichment. Microalgal biomass and macrofauna composition were measured at the same time. Macroalgal carbon mineralization and transfer to the benthic consumers were also investigated during decomposition at low enrichment level (200 g WW). The interaction between lugworm exclusion and detrital enrichment did not modify sediment organic carbon or benthic respiration. Weak but significant changes were instead found for porewater inorganic carbon and microalgal biomass. Lugworm exclusion caused an increase of porewater carbon and a decrease of microalgal biomass, while detrital enrichment drove these values back to values typical of lugworm-dominated sediments. Lugworm exclusion also decreased the amount of macroalgae remaining into the sediment and accelerated detrital carbon mineralization and CO2 release to the water column. Eventually, the interaction between lugworm exclusion and detrital enrichment affected macrofauna abundance and diversity, which collapsed at high level of enrichment only when the lugworms were present. This study reveals that in nature the role of this ecosystem engineer may be variable and sometimes have no or even negative effects on stability, conversely to what it should be expected based on current research knowledge.
",False,
