xmlfile,doi,title,level,section_name,country_conf,country_predicted,start_char,end_char,latitude,longitude,resolved_placename,word_phrase,section_chars
journal.pone.0000295.xml,10.1371/journal.pone.0000295,Invasions and Extinctions Reshape Coastal Marine Food Webs,{'id': 's5'},Supporting Information,0.95639527,USA,280,297,37.77239,-122.42349,San Francisco Bay Area,San Francisco Bay,1430
journal.pone.0000295.xml,10.1371/journal.pone.0000295,Invasions and Extinctions Reshape Coastal Marine Food Webs,{'id': 's5'},Supporting Information,0.2353872,USA,525,573,37.77239,-122.42349,San Francisco Bay Area,Gulf of the Farallones National Marine Sanctuary,1430
journal.pone.0000295.xml,10.1371/journal.pone.0000295,Invasions and Extinctions Reshape Coastal Marine Food Webs,{'id': 's5'},Supporting Information,0.9516948,AUS,767,776,-25,135,Commonwealth of Australia,Australia,1430
journal.pone.0000295.xml,10.1371/journal.pone.0000295,Invasions and Extinctions Reshape Coastal Marine Food Webs,{'id': 's5'},Supporting Information,0.51560104,ITA,782,788,-25,135,Commonwealth of Australia,NIMPIS,1430
journal.pone.0000295.xml,10.1371/journal.pone.0000295,Invasions and Extinctions Reshape Coastal Marine Food Webs,{'id': 's5'},Supporting Information,0.2353872,FLK,986,996,-25,135,Commonwealth of Australia,Wadden Sea,1430
journal.pone.0000295.xml,10.1371/journal.pone.0000295,Invasions and Extinctions Reshape Coastal Marine Food Webs,{'id': 's5'},Supporting Information,0.927073,DEU,1002,1009,54.16667,9.06667,Nehring,Nehring,1430
journal.pone.0000295.xml,10.1371/journal.pone.0000295,Invasions and Extinctions Reshape Coastal Marine Food Webs,{'id': 's5'},Supporting Information,0.2353872,FLK,1189,1199,54.16667,9.06667,Nehring,Wadden Sea,1430
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,title,title,,,,,,,,,105
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,abstract,abstract,,,,,,,,,2067
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,{'id': 's1'},Introduction,0.94819117,BRA,3014,3020,-10,-55,Federative Republic of Brazil,Brazil,4951
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,{'id': 's1'},Introduction,0.94819117,BRA,3217,3223,-10,-55,Federative Republic of Brazil,Brazil,4951
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,{'id': 's2'},Materials and Methods,0.2569765,BRA,99,106,-10,-55,Federative Republic of Brazil,Alagoas,12965
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,{'id': 's2'},Materials and Methods,0.9465202,BRA,123,129,-10,-55,Federative Republic of Brazil,Brazil,12965
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,{'id': 's2'},Materials and Methods,0.3708145,BRA,434,450,-10,-55,Federative Republic of Brazil,Northeast Brazil,12965
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,{'id': 's2'},Materials and Methods,0.261197,USA,486,509,-10,-55,Federative Republic of Brazil,South American Atlantic,12965
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,{'id': 's2'},Materials and Methods,0.93210495,PRT,694,701,40.1925,-8.32963,Distrito de Coimbra,Coimbra,12965
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,{'id': 's2'},Materials and Methods,0.93210495,PRT,887,894,40.1925,-8.32963,Distrito de Coimbra,Coimbra,12965
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,{'id': 's2'},Materials and Methods,0.9465202,BRA,1045,1051,-10,-55,Federative Republic of Brazil,Brazil,12965
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,{'id': 's2'},Materials and Methods,0.3708145,BRA,1057,1076,-10,-55,Federative Republic of Brazil,Northeastern Brazil,12965
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,{'id': 's2'},Materials and Methods,0.9465202,BRA,1163,1169,-10,-55,Federative Republic of Brazil,Brazil,12965
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,{'id': 's2'},Materials and Methods,0.93210495,PRT,1458,1465,40.1925,-8.32963,Distrito de Coimbra,Coimbra,12965
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,{'id': 's2'},Materials and Methods,0.2569765,BRA,2120,2133,40.1925,-8.32963,Distrito de Coimbra,Lecythidaceae,12965
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,{'id': 's2'},Materials and Methods,0.78582,USA,2568,2577,33.6804,-117.88995,Costa Mesa Fire Department Baker Street Station,C. Bakker,12965
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,{'id': 's2'},Materials and Methods,0.864491,BRA,2813,2825,-7.2509,-38.39588,Serra Grande,Serra Grande,12965
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,{'id': 's2'},Materials and Methods,0.93210495,PRT,3203,3210,40.1925,-8.32963,Distrito de Coimbra,Coimbra,12965
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,{'id': 's2'},Materials and Methods,0.3708145,BRA,3465,3481,40.1925,-8.32963,Distrito de Coimbra,Northeast Brazil,12965
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,{'id': 's2'},Materials and Methods,0.93210495,PRT,3628,3635,40.1925,-8.32963,Distrito de Coimbra,Coimbra,12965
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,{'id': 's2'},Materials and Methods,0.93210495,PRT,4653,4660,40.1925,-8.32963,Distrito de Coimbra,Coimbra,12965
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,{'id': 's2'},Materials and Methods,0.261197,FRA,4681,4694,40.1925,-8.32963,Distrito de Coimbra,200–1012.73 m,12965
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,{'id': 's2'},Materials and Methods,0.864491,BRA,4981,4999,-8.96667,-36.06667,Lagoa Vermelha,Usina Serra Grande,12965
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,{'id': 's2'},Materials and Methods,0.78582,TUN,5064,5075,37.16939,10.19064,Rhar el Melah,Pôrto et al,12965
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,{'id': 's2'},Materials and Methods,0.8720796,ZAF,5367,5376,-34.16667,18.375,Cape Floristic Region,Floristic,12965
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,{'id': 's2'},Materials and Methods,0.261197,VIR,6049,6065,-34.16667,18.375,Cape Floristic Region,Flora Neotropica,12965
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,{'id': 's2'},Materials and Methods,0.2569765,BRA,8238,8247,-34.16667,18.375,Cape Floristic Region,hawkmoths,12965
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,{'id': 's2'},Materials and Methods,0.261197,USA,9737,9748,-34.16667,18.375,Cape Floristic Region,ArcView 3.2,12965
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,{'id': 's2'},Materials and Methods,0.9381664,IRL,10133,10140,52.70389,-8.86417,Shannon,Shannon,12965
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,{'id': 's2'},Materials and Methods,0.93210495,PRT,11502,11509,40.1925,-8.32963,Distrito de Coimbra,Coimbra,12965
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,{'id': 's2a'},Study site and landscape attributes,0.2569765,BRA,77,84,40.1925,-8.32963,Distrito de Coimbra,Alagoas,2910
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,{'id': 's2a'},Study site and landscape attributes,0.9465202,BRA,101,107,-10,-55,Federative Republic of Brazil,Brazil,2910
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,{'id': 's2a'},Study site and landscape attributes,0.3708145,BRA,412,428,-10,-55,Federative Republic of Brazil,Northeast Brazil,2910
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,{'id': 's2a'},Study site and landscape attributes,0.261197,USA,464,487,-10,-55,Federative Republic of Brazil,South American Atlantic,2910
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,{'id': 's2a'},Study site and landscape attributes,0.93210495,PRT,672,679,40.1925,-8.32963,Distrito de Coimbra,Coimbra,2910
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,{'id': 's2a'},Study site and landscape attributes,0.93210495,PRT,865,872,40.1925,-8.32963,Distrito de Coimbra,Coimbra,2910
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,{'id': 's2a'},Study site and landscape attributes,0.9465202,BRA,1023,1029,-10,-55,Federative Republic of Brazil,Brazil,2910
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,{'id': 's2a'},Study site and landscape attributes,0.3708145,BRA,1035,1054,-10,-55,Federative Republic of Brazil,Northeastern Brazil,2910
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,{'id': 's2a'},Study site and landscape attributes,0.9465202,BRA,1141,1147,-10,-55,Federative Republic of Brazil,Brazil,2910
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,{'id': 's2a'},Study site and landscape attributes,0.93210495,PRT,1436,1443,40.1925,-8.32963,Distrito de Coimbra,Coimbra,2910
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,{'id': 's2a'},Study site and landscape attributes,0.2569765,BRA,2098,2111,40.1925,-8.32963,Distrito de Coimbra,Lecythidaceae,2910
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,{'id': 's2a'},Study site and landscape attributes,0.78582,USA,2546,2555,33.6804,-117.88995,Costa Mesa Fire Department Baker Street Station,C. Bakker,2910
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,{'id': 's2a'},Study site and landscape attributes,0.864491,BRA,2791,2803,-7.2509,-38.39588,Serra Grande,Serra Grande,2910
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,{'id': 's2b'},Tree species surveys and habitat classification,0.957188,PRT,270,277,40.1925,-8.32963,Distrito de Coimbra,Coimbra,2397
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,{'id': 's2b'},Tree species surveys and habitat classification,0.24821267,BRA,532,548,40.1925,-8.32963,Distrito de Coimbra,Northeast Brazil,2397
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,{'id': 's2b'},Tree species surveys and habitat classification,0.957188,PRT,695,702,40.1925,-8.32963,Distrito de Coimbra,Coimbra,2397
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,{'id': 's2b'},Tree species surveys and habitat classification,0.957188,PRT,1720,1727,40.1925,-8.32963,Distrito de Coimbra,Coimbra,2397
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,{'id': 's2b'},Tree species surveys and habitat classification,0.24821267,FRA,1748,1761,40.1925,-8.32963,Distrito de Coimbra,200–1012.73 m,2397
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,{'id': 's2b'},Tree species surveys and habitat classification,0.9048774,BRA,2048,2066,-8.96667,-36.06667,Lagoa Vermelha,Usina Serra Grande,2397
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,{'id': 's2b'},Tree species surveys and habitat classification,0.9048774,TUN,2131,2142,37.16939,10.19064,Rhar el Melah,Pôrto et al,2397
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,{'id': 's2c'},Reproductive traits of tree species,0.9528109,ZAF,36,45,-34.16667,18.375,Cape Floristic Region,Floristic,3319
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,{'id': 's2c'},Reproductive traits of tree species,0.24821267,VIR,718,734,-34.16667,18.375,Cape Floristic Region,Flora Neotropica,3319
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,{'id': 's2c'},Reproductive traits of tree species,0,,2907,2916,-34.16667,18.375,Cape Floristic Region,hawkmoths,3319
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,{'id': 's2d'},Explanatory variables,0.24821267,USA,1086,1097,-34.16667,18.375,Cape Floristic Region,ArcView 3.2,1120
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,{'id': 's2e'},Functional diversity of reproductive traits,0.96374094,IRL,361,368,52.70389,-8.86417,Shannon,Shannon,976
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,{'id': 's2f'},Statistical analysis,0.957188,PRT,753,760,40.1925,-8.32963,Distrito de Coimbra,Coimbra,2216
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,{'id': 's3'},Results,0.94605434,BRA,2342,2348,-10,-55,Federative Republic of Brazil,Brazil,15309
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,{'id': 's3'},Results,0.94605434,BRA,2719,2725,-10,-55,Federative Republic of Brazil,Brazil,15309
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,{'id': 's3'},Results,0.77198565,USA,3476,3484,34.56543,-117.36655,Federal Correctional Institution Victorville Medium 1,a Medium,15309
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,{'id': 's3'},Results,0.26334503,VIR,4581,4596,34.56543,-117.36655,Federal Correctional Institution Victorville Medium 1,a Hermaphrodite,15309
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,{'id': 's3'},Results,0.2567933,BRA,4662,4672,34.56543,-117.36655,Federal Correctional Institution Victorville Medium 1,Monoecious,15309
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,{'id': 's3'},Results,0.77198565,MEX,8574,8578,19.42847,-99.12766,Mexico City,d.f.,15309
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,{'id': 's3'},Results,0.94605434,BRA,9181,9187,-10,-55,Federative Republic of Brazil,Brazil,15309
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,{'id': 's3'},Results,0.94605434,BRA,11972,11978,-10,-55,Federative Republic of Brazil,Brazil,15309
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,{'id': 's3'},Results,0.94605434,BRA,13920,13926,-10,-55,Federative Republic of Brazil,Brazil,15309
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,{'id': 's3'},Results,0.9342132,IRL,14109,14116,52.70389,-8.86417,Shannon,Shannon,15309
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,{'id': 's3a'},Reproductive traits of tree species,0.9467072,BRA,2334,2340,-10,-55,Federative Republic of Brazil,Brazil,10450
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,{'id': 's3a'},Reproductive traits of tree species,0.9467072,BRA,2711,2717,-10,-55,Federative Republic of Brazil,Brazil,10450
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,{'id': 's3a'},Reproductive traits of tree species,0.7947153,USA,3468,3476,34.56543,-117.36655,Federal Correctional Institution Victorville Medium 1,a Medium,10450
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,{'id': 's3a'},Reproductive traits of tree species,0.2583928,VIR,4573,4588,34.56543,-117.36655,Federal Correctional Institution Victorville Medium 1,a Hermaphrodite,10450
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,{'id': 's3a'},Reproductive traits of tree species,0.253987,BRA,4654,4664,34.56543,-117.36655,Federal Correctional Institution Victorville Medium 1,Monoecious,10450
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,{'id': 's3a'},Reproductive traits of tree species,0.7947153,MEX,8566,8570,19.42847,-99.12766,Mexico City,d.f.,10450
journal.pone.0000908.xml,10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,{'id': 's3a'},Reproductive traits of tree species,0.9467072,BRA,9173,9179,-10,-55,Federative Republic of Brazil,Brazil,10450
