doi,publisher_name,publisher_abbreviation,citation,title,publish_year,first_author,authors_list,volume_issue_pages,volume,issue,start_page,end_page,keywords_list,no_keywords_list,abstract,no_abstract,url
10.1371/journal.pone.0052071,"
       PLoS ONE
      ",,"
         Hou
        , 
         Enqing
        , 
         Chen
        , 
         Chengrong
        , 
         McGroddy
        , 
         Megan E.
        , 
         Wen
        , 
         Dazhi
        , 
         de Oliveira Azevedo
        , 
         Sandra Maria Feliciano
        . 2012. Nutrient Limitation on Ecosystem Productivity and Processes of Mature and Old-Growth Subtropical Forests in China. 
       PLoS ONE
      . ",Nutrient Limitation on Ecosystem Productivity and Processes of Mature and Old-Growth Subtropical Forests in China,2012,"
         Hou
        , 
         Enqing
        ","
         Hou
        , 
         Enqing
        , 
         Chen
        , 
         Chengrong
        , 
         McGroddy
        , 
         Megan E.
        , 
         Wen
        , 
         Dazhi
        , 
         de Oliveira Azevedo
        , 
         Sandra Maria Feliciano
        ","
      7
     (
      12
     ):
      e52071
     ","
      7
     ","
      12
     ","
      e52071
     ",,,False,"
Nitrogen (N) is considered the dominant limiting nutrient in temperate regions, while phosphorus (P) limitation frequently occurs in tropical regions, but in subtropical regions nutrient limitation is poorly understood. In this study, we investigated N and P contents and N:P ratios of foliage, forest floors, fine roots and mineral soils, and their relationships with community biomass, litterfall C, N and P productions, forest floor turnover rate, and microbial processes in eight mature and old-growth subtropical forests (stand age >80 yr) at Dinghushan Biosphere Reserve, China. Average N:P ratios (mass based) in foliage, litter (L) layer and mixture of fermentation and humus (F/H) layer, and fine roots were 28.3, 42.3, 32.0 and 32.7, respectively. These values are higher than the critical N:P ratios for P limitation proposed (16–20 for foliage, ca. 25 for forest floors). The markedly high N:P ratios were mainly attributed to the high N concentrations of these plant materials. Community biomass, litterfall C, N and P productions, forest floor turnover rate and microbial properties were more strongly related to measures of P than N and frequently negatively related to the N:P ratios, suggesting a significant role of P availability in determining ecosystem production and productivity and nutrient cycling at all the study sites except for one prescribed disturbed site where N availability may also be important. We propose that N enrichment is probably a significant driver of the potential P limitation in the study area. Low P parent material may also contribute to the potential P limitation. In general, our results provided strong evidence supporting a significant role for P availability, rather than N availability, in determining ecosystem primary productivity and ecosystem processes in subtropical forests of China.
",False,
10.1371/journal.pone.0052821,"
       PLoS ONE
      ",,"
         Clark
        , 
         Christopher M.
        , 
         Flynn
        , 
         Dan F. B.
        , 
         Butterfield
        , 
         Bradley J.
        , 
         Reich
        , 
         Peter B.
        , 
         Cahill
        , 
         James F.
        . 2012. Testing the Link between Functional Diversity and Ecosystem Functioning in a Minnesota Grassland Experiment. 
       PLoS ONE
      . ",Testing the Link between Functional Diversity and Ecosystem Functioning in a Minnesota Grassland Experiment,2012,"
         Clark
        , 
         Christopher M.
        ","
         Clark
        , 
         Christopher M.
        , 
         Flynn
        , 
         Dan F. B.
        , 
         Butterfield
        , 
         Bradley J.
        , 
         Reich
        , 
         Peter B.
        , 
         Cahill
        , 
         James F.
        ","
      7
     (
      12
     ):
      e52821
     ","
      7
     ","
      12
     ","
      e52821
     ",,,False,"
The functional diversity of a community can influence ecosystem functioning and reflects assembly processes. The large number of disparate metrics used to quantify functional diversity reflects the range of attributes underlying this concept, generally summarized as functional richness, functional evenness, and functional divergence. However, in practice, we know very little about which attributes drive which ecosystem functions, due to a lack of field-based tests. Here we test the association between eight leading functional diversity metrics (Rao’s Q, FD, FDis, FEve, FDiv, convex hull volume, and species and functional group richness) that emphasize different attributes of functional diversity, plus 11 extensions of these existing metrics that incorporate heterogeneous species abundances and trait variation. We assess the relationships among these metrics and compare their performances for predicting three key ecosystem functions (above- and belowground biomass and light capture) within a long-term grassland biodiversity experiment. Many metrics were highly correlated, although unique information was captured in FEve, FDiv, and dendrogram-based measures (FD) that were adjusted by abundance. FD adjusted by abundance outperformed all other metrics in predicting both above- and belowground biomass, although several others also performed well (e.g. Rao’s Q, FDis, FDiv). More generally, trait-based richness metrics and hybrid metrics incorporating multiple diversity attributes outperformed evenness metrics and single-attribute metrics, results that were not changed when combinations of metrics were explored. For light capture, species richness alone was the best predictor, suggesting that traits for canopy architecture would be necessary to improve predictions. Our study provides a comprehensive test linking different attributes of functional diversity with ecosystem function for a grassland system.
",False,
10.1371/journal.pone.0053009,"
       PLoS ONE
      ",,"
         Villa-Galaviz
        , 
         Edith
        , 
         Boege
        , 
         Karina
        , 
         del-Val
        , 
         Ek
        , 
         Thrush
        , 
         Simon
        . 2012. Resilience in Plant-Herbivore Networks during Secondary Succession. 
       PLoS ONE
      . ",Resilience in Plant-Herbivore Networks during Secondary Succession,2012,"
         Villa-Galaviz
        , 
         Edith
        ","
         Villa-Galaviz
        , 
         Edith
        , 
         Boege
        , 
         Karina
        , 
         del-Val
        , 
         Ek
        , 
         Thrush
        , 
         Simon
        ","
      7
     (
      12
     ):
      e53009
     ","
      7
     ","
      12
     ","
      e53009
     ",,,False,"
Extensive land-use change in the tropics has produced a mosaic of successional forests within an agricultural and cattle-pasture matrix. Post-disturbance biodiversity assessments have found that regeneration speed depends upon propagule availability and the intensity and duration of disturbance. However, reestablishment of species interactions is still poorly understood and this limits our understanding of the anthropogenic impacts upon ecosystem resilience. This is the first investigation that evaluates plant-herbivore interaction networks during secondary succession. In particular we investigated succession in a Mexican tropical dry forest using data of caterpillar associations with plants during 2007–2010. Plant-herbivore networks showed high resilience. We found no differences in most network descriptors between secondary and mature forest and only recently abandoned fields were found to be different. No significant nestedness or modularity network structure was found. Plant-herbivore network properties appear to quickly reestablish after perturbation, despite differences in species richness and composition. This study provides some valuable guidelines for the implement of restoration efforts that can enhance ecological processes such as the interaction between plants and their herbivores.
",False,
10.1371/journal.pone.0053139,"
       PLoS ONE
      ",,"
         Walzer
        , 
         Chris
        , 
         Kowalczyk
        , 
         Christine
        , 
         Alexander
        , 
         Jake M.
        , 
         Baur
        , 
         Bruno
        , 
         Bogliani
        , 
         Giuseppe
        , 
         Brun
        , 
         Jean-Jacques
        , 
         Füreder
        , 
         Leopold
        , 
         Guth
        , 
         Marie-Odile
        , 
         Haller
        , 
         Ruedi
        , 
         Holderegger
        , 
         Rolf
        , 
         Kohler
        , 
         Yann
        , 
         Kueffer
        , 
         Christoph
        , 
         Righetti
        , 
         Antonio
        , 
         Spaar
        , 
         Reto
        , 
         Sutherland
        , 
         William J.
        , 
         Ullrich-Schneider
        , 
         Aurelia
        , 
         Vanpeene-Bruhier
        , 
         Sylvie N.
        , 
         Scheurer
        , 
         Thomas
        , 
         Arlettaz
        , 
         Raphaël
        . 2013. The 50 Most Important Questions Relating to the Maintenance and Restoration of an Ecological Continuum in the European Alps. 
       PLoS ONE
      . ",The 50 Most Important Questions Relating to the Maintenance and Restoration of an Ecological Continuum in the European Alps,2013,"
         Walzer
        , 
         Chris
        ","
         Walzer
        , 
         Chris
        , 
         Kowalczyk
        , 
         Christine
        , 
         Alexander
        , 
         Jake M.
        , 
         Baur
        , 
         Bruno
        , 
         Bogliani
        , 
         Giuseppe
        , 
         Brun
        , 
         Jean-Jacques
        , 
         Füreder
        , 
         Leopold
        , 
         Guth
        , 
         Marie-Odile
        , 
         Haller
        , 
         Ruedi
        , 
         Holderegger
        , 
         Rolf
        , 
         Kohler
        , 
         Yann
        , 
         Kueffer
        , 
         Christoph
        , 
         Righetti
        , 
         Antonio
        , 
         Spaar
        , 
         Reto
        , 
         Sutherland
        , 
         William J.
        , 
         Ullrich-Schneider
        , 
         Aurelia
        , 
         Vanpeene-Bruhier
        , 
         Sylvie N.
        , 
         Scheurer
        , 
         Thomas
        , 
         Arlettaz
        , 
         Raphaël
        ","
      8
     (
      1
     ):
      e53139
     ","
      8
     ","
      1
     ","
      e53139
     ",,,False,"
The European Alps harbour a unique and species-rich biodiversity, which is increasingly impacted by habitat fragmentation through land-use changes, urbanization and expanding transport infrastructure. In this study, we identified the 50 most important questions relating to the maintenance and restoration of an ecological continuum – the connectedness of ecological processes across many scales including trophic relationship and disturbance processes and hydro-ecological flows in the European Alps. We initiated and implemented a trans-national priority setting exercise, inviting 48 institutions including researchers, conservation practitioners, NGOs, policymakers and administrators from the Alpine region. The exercise was composed of an initial call for pertinent questions, a first online evaluation of the received questions and a final discussion and selection process during a joint workshop. The participating institutions generated 484 initial questions, which were condensed to the 50 most important questions by 16 workshop participants. We suggest new approaches in tackling the issue of an ecological continuum in the Alps by analysing and classifying the characteristics of the resulting questions in a non-prioritized form as well as in a visual conceptualisation of the inter-dependencies among these questions. This priority setting exercise will support research and funding institutions in channelling their capacities and resources towards questions that need to be urgently addressed in order to facilitate significant progress in biodiversity conservation in the European Alps.
",False,
10.1371/journal.pone.0058432,"
       PLoS ONE
      ",,"
         Wen
        , 
         Lu
        , 
         Dong
        , 
         Shikui
        , 
         Li
        , 
         Yuanyuan
        , 
         Li
        , 
         Xiaoyan
        , 
         Shi
        , 
         Jianjun
        , 
         Wang
        , 
         Yanlong
        , 
         Liu
        , 
         Demei
        , 
         Ma
        , 
         Yushou
        , 
         Schumann
        , 
         Guy J.-P.
        . 2013. Effect of Degradation Intensity on Grassland Ecosystem Services in the Alpine Region of Qinghai-Tibetan Plateau, China. 
       PLoS ONE
      . ","Effect of Degradation Intensity on Grassland Ecosystem Services in the Alpine Region of Qinghai-Tibetan Plateau, China",2013,"
         Wen
        , 
         Lu
        ","
         Wen
        , 
         Lu
        , 
         Dong
        , 
         Shikui
        , 
         Li
        , 
         Yuanyuan
        , 
         Li
        , 
         Xiaoyan
        , 
         Shi
        , 
         Jianjun
        , 
         Wang
        , 
         Yanlong
        , 
         Liu
        , 
         Demei
        , 
         Ma
        , 
         Yushou
        , 
         Schumann
        , 
         Guy J.-P.
        ","
      8
     (
      3
     ):
      e58432
     ","
      8
     ","
      3
     ","
      e58432
     ",,,False,"
The deterioration of alpine grassland has great impact on ecosystem services in the alpine region of Qinghai-Tibetan Plateau. However, the effect of grassland degradation on ecosystem services and the consequence of grassland deterioration on economic loss still remains a mystery. So, in this study, we assessed four types of ecosystem services following the Millennium Ecosystem Assessment classification, along a degradation gradient. Five sites of alpine grassland at different levels of degradation were investigated in Guoluo Prefecture of Qinghai Province, China. The species composition, aboveground biomass, soil total organic carbon (TOC), and soil total nitrogen (TN) were tested to evaluate major ecological services of the alpine grassland. We estimated the value of primary production, carbon storage, nitrogen recycling, and plant diversity. The results show the ecosystem services of alpine grassland varied along the degradation gradient. The ecosystem services of degraded grassland (moderate, heavy and severe) were all significantly lower than non-degraded grassland. Interestingly, the lightly degraded grassland provided more economic benefit from carbon maintenance and nutrient sequestration compared to non-degraded. Due to the destruction of the alpine grassland, the economic loss associated with decrease of biomass in 2008 was $198/ha. Until 2008, the economic loss caused by carbon emissions and nitrogen loss on severely degraded grassland was up to $8 033/ha and $13 315/ha, respectively. Urgent actions are required to maintain or promote the ecosystem services of alpine grassland in the Qinghai-Tibetan Plateau.
",False,
10.1371/journal.pone.0059356,"
       PLoS ONE
      ",,"
         Gould
        , 
         Rachelle K.
        , 
         Pejchar
        , 
         Liba
        , 
         Bothwell
        , 
         Sara G.
        , 
         Brosi
        , 
         Berry
        , 
         Wolny
        , 
         Stacie
        , 
         Mendenhall
        , 
         Chase D.
        , 
         Daily
        , 
         Gretchen
        , 
         Chen
        , 
         Han Y.H.
        . 2013. Forest Restoration and Parasitoid Wasp Communities in Montane Hawai’i. 
       PLoS ONE
      . ",Forest Restoration and Parasitoid Wasp Communities in Montane Hawai’i,2013,"
         Gould
        , 
         Rachelle K.
        ","
         Gould
        , 
         Rachelle K.
        , 
         Pejchar
        , 
         Liba
        , 
         Bothwell
        , 
         Sara G.
        , 
         Brosi
        , 
         Berry
        , 
         Wolny
        , 
         Stacie
        , 
         Mendenhall
        , 
         Chase D.
        , 
         Daily
        , 
         Gretchen
        , 
         Chen
        , 
         Han Y.H.
        ","
      8
     (
      3
     ):
      e59356
     ","
      8
     ","
      3
     ","
      e59356
     ",,,False,"
Globally, most restoration efforts focus on re-creating the physical structure (flora or physical features) of a target ecosystem with the assumption that other ecosystem components will follow. Here we investigate that assumption by documenting biogeographical patterns in an important invertebrate taxon, the parasitoid wasp family Ichneumonidae, in a recently reforested Hawaiian landscape. Specifically, we test the influence of (1) planting configurations (corridors versus patches), (2) vegetation age, (3) distance from mature native forest, (4) surrounding tree cover, and (5) plant community composition on ichneumonid richness, abundance, and composition. We sampled over 7,000 wasps, 96.5% of which were not native to Hawai’i. We found greater relative richness and abundance of ichneumonids, and substantially different communities, in restored areas compared to mature forest and abandoned pasturelands. Non-native ichneumonids drive these differences; restored areas and native forest did not differ in native ichneumonid abundance. Among restored areas, ichneumonid communities did not differ by planting age or configuration. As tree cover increased within 120 m of a sampling point, ichneumonid community composition increasingly resembled that found in native forest. Similarly, native ichneumonid abundance increased with proximity to native forest. Our results suggest that restoration plantings, if situated near target forest ecosystems and in areas with higher local tree cover, can facilitate restoration of native fauna even in a highly invaded system.
",False,
10.1371/journal.pone.0060756,"
       PLoS ONE
      ",,"
         Woodcock
        , 
         Paul
        , 
         Edwards
        , 
         David P.
        , 
         Newton
        , 
         Rob J.
        , 
         Vun Khen
        , 
         Chey
        , 
         Bottrell
        , 
         Simon H.
        , 
         Hamer
        , 
         Keith C.
        , 
         Smith
        , 
         M. Alex
        . 2013. Impacts of Intensive Logging on the Trophic Organisation of Ant Communities in a Biodiversity Hotspot. 
       PLoS ONE
      . ",Impacts of Intensive Logging on the Trophic Organisation of Ant Communities in a Biodiversity Hotspot,2013,"
         Woodcock
        , 
         Paul
        ","
         Woodcock
        , 
         Paul
        , 
         Edwards
        , 
         David P.
        , 
         Newton
        , 
         Rob J.
        , 
         Vun Khen
        , 
         Chey
        , 
         Bottrell
        , 
         Simon H.
        , 
         Hamer
        , 
         Keith C.
        , 
         Smith
        , 
         M. Alex
        ","
      8
     (
      4
     ):
      e60756
     ","
      8
     ","
      4
     ","
      e60756
     ",,,False,"
Trophic organisation defines the flow of energy through ecosystems and is a key component of community structure. Widespread and intensifying anthropogenic disturbance threatens to disrupt trophic organisation by altering species composition and relative abundances and by driving shifts in the trophic ecology of species that persist in disturbed ecosystems. We examined how intensive disturbance caused by selective logging affects trophic organisation in the biodiversity hotspot of Sabah, Borneo. Using stable nitrogen isotopes, we quantified the positions in the food web of 159 leaf-litter ant species in unlogged and logged rainforest and tested four predictions: (i) there is a negative relationship between the trophic position of a species in unlogged forest and its change in abundance following logging, (ii) the trophic positions of species are altered by logging, (iii) disturbance alters the frequency distribution of trophic positions within the ant assemblage, and (iv) disturbance reduces food chain length. We found that ant abundance was 30% lower in logged forest than in unlogged forest but changes in abundance of individual species were not related to trophic position, providing no support for prediction (i). However, trophic positions of individual species were significantly higher in logged forest, supporting prediction (ii). Consequently, the frequency distribution of trophic positions differed significantly between unlogged and logged forest, supporting prediction (iii), and food chains were 0.2 trophic levels 
       
        longer
        in logged forest, the opposite of prediction (iv). Our results demonstrate that disturbance can alter trophic organisation even without trophically-biased changes in community composition. Nonetheless, the absence of any reduction in food chain length in logged forest suggests that species-rich arthropod food webs do not experience trophic downgrading or a related collapse in trophic organisation despite the disturbance caused by logging. These food webs appear able to bend without breaking in the face of some forms of anthropogenic disturbance.
",False,
10.1371/journal.pone.0066238,"
       PLoS ONE
      ",,"
         Crowe
        , 
         Tasman P.
        , 
         Cusson
        , 
         Mathieu
        , 
         Bulleri
        , 
         Fabio
        , 
         Davoult
        , 
         Dominique
        , 
         Arenas
        , 
         Francisco
        , 
         Aspden
        , 
         Rebecca
        , 
         Benedetti-Cecchi
        , 
         Lisandro
        , 
         Bevilacqua
        , 
         Stanislao
        , 
         Davidson
        , 
         Irvine
        , 
         Defew
        , 
         Emma
        , 
         Fraschetti
        , 
         Simonetta
        , 
         Golléty
        , 
         Claire
        , 
         Griffin
        , 
         John N.
        , 
         Herkül
        , 
         Kristjan
        , 
         Kotta
        , 
         Jonne
        , 
         Migné
        , 
         Aline
        , 
         Molis
        , 
         Markus
        , 
         Nicol
        , 
         Sophie K.
        , 
         Noël
        , 
         Laure M-L J.
        , 
         Pinto
        , 
         Isabel Sousa
        , 
         Valdivia
        , 
         Nelson
        , 
         Vaselli
        , 
         Stefano
        , 
         Jenkins
        , 
         Stuart R.
        , 
         O’Connor
        , 
         Mary
        . 2013. Large-Scale Variation in Combined Impacts of Canopy Loss and Disturbance on Community Structure and Ecosystem Functioning. 
       PLoS ONE
      . ",Large-Scale Variation in Combined Impacts of Canopy Loss and Disturbance on Community Structure and Ecosystem Functioning,2013,"
         Crowe
        , 
         Tasman P.
        ","
         Crowe
        , 
         Tasman P.
        , 
         Cusson
        , 
         Mathieu
        , 
         Bulleri
        , 
         Fabio
        , 
         Davoult
        , 
         Dominique
        , 
         Arenas
        , 
         Francisco
        , 
         Aspden
        , 
         Rebecca
        , 
         Benedetti-Cecchi
        , 
         Lisandro
        , 
         Bevilacqua
        , 
         Stanislao
        , 
         Davidson
        , 
         Irvine
        , 
         Defew
        , 
         Emma
        , 
         Fraschetti
        , 
         Simonetta
        , 
         Golléty
        , 
         Claire
        , 
         Griffin
        , 
         John N.
        , 
         Herkül
        , 
         Kristjan
        , 
         Kotta
        , 
         Jonne
        , 
         Migné
        , 
         Aline
        , 
         Molis
        , 
         Markus
        , 
         Nicol
        , 
         Sophie K.
        , 
         Noël
        , 
         Laure M-L J.
        , 
         Pinto
        , 
         Isabel Sousa
        , 
         Valdivia
        , 
         Nelson
        , 
         Vaselli
        , 
         Stefano
        , 
         Jenkins
        , 
         Stuart R.
        , 
         O’Connor
        , 
         Mary
        ","
      8
     (
      6
     ):
      e66238
     ","
      8
     ","
      6
     ","
      e66238
     ",,,False,"
Ecosystems are under pressure from multiple human disturbances whose impact may vary depending on environmental context. We experimentally evaluated variation in the separate and combined effects of the loss of a key functional group (canopy algae) and physical disturbance on rocky shore ecosystems at nine locations across Europe. Multivariate community structure was initially affected (during the first three to six months) at six locations but after 18 months, effects were apparent at only three. Loss of canopy caused increases in cover of non-canopy algae in the three locations in southern Europe and decreases in some northern locations. Measures of ecosystem functioning (community respiration, gross primary productivity, net primary productivity) were affected by loss of canopy at five of the six locations for which data were available. Short-term effects on community respiration were widespread, but effects were rare after 18 months. Functional changes corresponded with changes in community structure and/or species richness at most locations and times sampled, but no single aspect of biodiversity was an effective predictor of longer-term functional changes. Most ecosystems studied were able to compensate in functional terms for impacts caused by indiscriminate physical disturbance. The only consistent effect of disturbance was to increase cover of non-canopy species. Loss of canopy algae temporarily reduced community resistance to disturbance at only two locations and at two locations actually increased resistance. Resistance to disturbance-induced changes in gross primary productivity was reduced by loss of canopy algae at four locations. Location-specific variation in the effects of the same stressors argues for flexible frameworks for the management of marine environments. These results also highlight the need to analyse how species loss and other stressors combine and interact in different environmental contexts.
",False,
10.1371/journal.pone.0066650,"
       PLoS ONE
      ",,"
         Rossi
        , 
         Francesca
        , 
         Gribsholt
        , 
         Britta
        , 
         Gazeau
        , 
         Frederic
        , 
         Di Santo
        , 
         Valentina
        , 
         Middelburg
        , 
         Jack J.
        , 
         Davies
        , 
         Andrew
        . 2013. Complex Effects of Ecosystem Engineer Loss on Benthic Ecosystem Response to Detrital Macroalgae. 
       PLoS ONE
      . ",Complex Effects of Ecosystem Engineer Loss on Benthic Ecosystem Response to Detrital Macroalgae,2013,"
         Rossi
        , 
         Francesca
        ","
         Rossi
        , 
         Francesca
        , 
         Gribsholt
        , 
         Britta
        , 
         Gazeau
        , 
         Frederic
        , 
         Di Santo
        , 
         Valentina
        , 
         Middelburg
        , 
         Jack J.
        , 
         Davies
        , 
         Andrew
        ","
      8
     (
      6
     ):
      e66650
     ","
      8
     ","
      6
     ","
      e66650
     ",,,False,"
Ecosystem engineers change abiotic conditions, community assembly and ecosystem functioning. Consequently, their loss may modify thresholds of ecosystem response to disturbance and undermine ecosystem stability. This study investigates how loss of the bioturbating lugworm 
       
        Arenicola marina
        modifies the response to macroalgal detrital enrichment of sediment biogeochemical properties, microphytobenthos and macrofauna assemblages. A field manipulative experiment was done on an intertidal sandflat (Oosterschelde estuary, The Netherlands). Lugworms were deliberately excluded from 1× m sediment plots and different amounts of detrital 
       
        Ulva
        (0, 200 or 600 g Wet Weight) were added twice. Sediment biogeochemistry changes were evaluated through benthic respiration, sediment organic carbon content and porewater inorganic carbon as well as detrital macroalgae remaining in the sediment one month after enrichment. Microalgal biomass and macrofauna composition were measured at the same time. Macroalgal carbon mineralization and transfer to the benthic consumers were also investigated during decomposition at low enrichment level (200 g WW). The interaction between lugworm exclusion and detrital enrichment did not modify sediment organic carbon or benthic respiration. Weak but significant changes were instead found for porewater inorganic carbon and microalgal biomass. Lugworm exclusion caused an increase of porewater carbon and a decrease of microalgal biomass, while detrital enrichment drove these values back to values typical of lugworm-dominated sediments. Lugworm exclusion also decreased the amount of macroalgae remaining into the sediment and accelerated detrital carbon mineralization and CO2 release to the water column. Eventually, the interaction between lugworm exclusion and detrital enrichment affected macrofauna abundance and diversity, which collapsed at high level of enrichment only when the lugworms were present. This study reveals that in nature the role of this ecosystem engineer may be variable and sometimes have no or even negative effects on stability, conversely to what it should be expected based on current research knowledge.
",False,
10.1371/journal.pone.0066653,"
       PLoS ONE
      ",,"
         Gingold
        , 
         Ruth
        , 
         Moens
        , 
         Tom
        , 
         Rocha-Olivares
        , 
         Axayácatl
        , 
         Thrush
        , 
         Simon
        . 2013. Assessing the Response of Nematode Communities to Climate Change-Driven Warming: A Microcosm Experiment. 
       PLoS ONE
      . ",Assessing the Response of Nematode Communities to Climate Change-Driven Warming: A Microcosm Experiment,2013,"
         Gingold
        , 
         Ruth
        ","
         Gingold
        , 
         Ruth
        , 
         Moens
        , 
         Tom
        , 
         Rocha-Olivares
        , 
         Axayácatl
        , 
         Thrush
        , 
         Simon
        ","
      8
     (
      6
     ):
      e66653
     ","
      8
     ","
      6
     ","
      e66653
     ",,,False,"
Biodiversity has diminished over the past decades with climate change being among the main responsible factors. One consequence of climate change is the increase in sea surface temperature, which, together with long exposure periods in intertidal areas, may exceed the tolerance level of benthic organisms. Benthic communities may suffer structural changes due to the loss of species or functional groups, putting ecological services at risk. In sandy beaches, free-living marine nematodes usually are the most abundant and diverse group of intertidal meiofauna, playing an important role in the benthic food web. While apparently many functionally similar nematode species co-exist temporally and spatially, experimental results on selected bacterivore species suggest no functional overlap, but rather an idiosyncratic contribution to ecosystem functioning. However, we hypothesize that functional redundancy is more likely to observe when taking into account the entire diversity of natural assemblages. We conducted a microcosm experiment with two natural communities to assess their stress response to elevated temperature. The two communities differed in diversity (high [HD] vs. low [LD]) and environmental origin (harsh vs. moderate conditions). We assessed their stress resistance to the experimental treatment in terms of species and diversity changes, and their function in terms of abundance, biomass, and trophic diversity. According to the Insurance Hypothesis, we hypothesized that the HD community would cope better with the stressful treatment due to species functional overlap, whereas the LD community functioning would benefit from species better adapted to harsh conditions. Our results indicate no evidence of functional redundancy in the studied nematofaunal communities. The species loss was more prominent and size specific in the HD; large predators and omnivores were lost, which may have important consequences for the benthic food web. Yet, we found evidence for alternative diversity–ecosystem functioning relationships, such as the Rivets and the Idiosyncrasy Model.
",False,
10.1371/journal.pone.0070547,"
       PLoS ONE
      ",,"
         Chen
        , 
         Xiaoyan
        , 
         Gao
        , 
         Huiwang
        , 
         Yao
        , 
         Xiaohong
        , 
         Chen
        , 
         Zhenhua
        , 
         Fang
        , 
         Hongda
        , 
         Ye
        , 
         Shufeng
        , 
         Thrush
        , 
         Simon
        . 2013. Ecosystem Health Assessment in the Pearl River Estuary of China by Considering Ecosystem Coordination. 
       PLoS ONE
      . ",Ecosystem Health Assessment in the Pearl River Estuary of China by Considering Ecosystem Coordination,2013,"
         Chen
        , 
         Xiaoyan
        ","
         Chen
        , 
         Xiaoyan
        , 
         Gao
        , 
         Huiwang
        , 
         Yao
        , 
         Xiaohong
        , 
         Chen
        , 
         Zhenhua
        , 
         Fang
        , 
         Hongda
        , 
         Ye
        , 
         Shufeng
        , 
         Thrush
        , 
         Simon
        ","
      8
     (
      7
     ):
      e70547
     ","
      8
     ","
      7
     ","
      e70547
     ",,,False,"
Marine ecosystem is a complex nonlinear system. However, ecosystem health assessment conventionally builds on a linear superposition of changes in ecosystem components and probably fails to evaluate nonlinear interactions among various components. To better reflect the intrinsic interactions and their impacts on ecosystem health, an ecosystem coordination index, defined as the matching level of ecosystem structure/services, is proposed and incorporated into the ecosystem health index for a systematic diagnosis in the Pearl River Estuary, China. The analysis results show that the ecosystem health index over the last three decades decreased from 0.91 to 0.50, indicating deteriorating from healthy to unhealthy status. The health index is 3–16% lower than that calculated using the common method without considering ecosystem coordination. Ecosystem health degradation in the Pearl River Estuary manifested as significant decreases in structure/services and somewhat mismatching among them. Overall, the introduction of coordination in ecosystem health assessment could improve the understanding of the mechanism of marine ecosystem change and facilitate effective restoration of ecosystem health.
",False,
10.1371/journal.pone.0071735,"
       PLoS ONE
      ",,"
         Dézerald
        , 
         Olivier
        , 
         Leroy
        , 
         Céline
        , 
         Corbara
        , 
         Bruno
        , 
         Carrias
        , 
         Jean-François
        , 
         Pélozuelo
        , 
         Laurent
        , 
         Dejean
        , 
         Alain
        , 
         Céréghino
        , 
         Régis
        , 
         Dornhaus
        , 
         Anna
        . 2013. Food-Web Structure in Relation to Environmental Gradients and Predator-Prey Ratios in Tank-Bromeliad Ecosystems. 
       PLoS ONE
      . ",Food-Web Structure in Relation to Environmental Gradients and Predator-Prey Ratios in Tank-Bromeliad Ecosystems,2013,"
         Dézerald
        , 
         Olivier
        ","
         Dézerald
        , 
         Olivier
        , 
         Leroy
        , 
         Céline
        , 
         Corbara
        , 
         Bruno
        , 
         Carrias
        , 
         Jean-François
        , 
         Pélozuelo
        , 
         Laurent
        , 
         Dejean
        , 
         Alain
        , 
         Céréghino
        , 
         Régis
        , 
         Dornhaus
        , 
         Anna
        ","
      8
     (
      8
     ):
      e71735
     ","
      8
     ","
      8
     ","
      e71735
     ",,,False,"
Little is known of how linkage patterns between species change along environmental gradients. The small, spatially discrete food webs inhabiting tank-bromeliads provide an excellent opportunity to analyse patterns of community diversity and food-web topology (connectance, linkage density, nestedness) in relation to key environmental variables (habitat size, detrital resource, incident radiation) and predators:prey ratios. We sampled 365 bromeliads in a wide range of understorey environments in French Guiana and used gut contents of invertebrates to draw the corresponding 365 connectance webs. At the bromeliad scale, habitat size (water volume) determined the number of species that constitute food-web nodes, the proportion of predators, and food-web topology. The number of species as well as the proportion of predators within bromeliads declined from open to forested habitats, where the volume of water collected by bromeliads was generally lower because of rainfall interception by the canopy. A core group of microorganisms and generalist detritivores remained relatively constant across environments. This suggests that (i) a highly-connected core ensures food-web stability and key ecosystem functions across environments, and (ii) larger deviations in food-web structures can be expected following disturbance if detritivores share traits that determine responses to environmental changes. While linkage density and nestedness were lower in bromeliads in the forest than in open areas, experiments are needed to confirm a trend for lower food-web stability in the understorey of primary forests.
",False,
